"exp","id","block","trial","isold","condition1","rating","RT","excluding"
"RS2009_e1","RS2009_e1_5",50,2367,1,"HighF",5,661,"Include"
"RS2009_e1","RS2009_e1_5",50,2368,0,"LowF",3,716,"Include"
"RS2009_e1","RS2009_e1_5",50,2369,1,"HighF",5,662,"Include"
"RS2009_e1","RS2009_e1_5",50,2370,1,"LowF",1,641,"Include"
"RS2009_e1","RS2009_e1_5",50,2371,0,"HighF",2,664,"Include"
"RS2009_e1","RS2009_e1_5",50,2372,1,"HighF",5,707,"Include"
"RS2009_e1","RS2009_e1_5",50,2373,1,"LowF",3,695,"Include"
"RS2009_e1","RS2009_e1_5",50,2374,1,"HighF",6,576,"Include"
"RS2009_e1","RS2009_e1_5",50,2375,0,"HighF",1,696,"Include"
"RS2009_e1","RS2009_e1_5",50,2376,0,"LowF",3,597,"Include"
"RS2009_e1","RS2009_e1_5",50,2377,1,"LowF",5,730,"Include"
"RS2009_e1","RS2009_e1_5",50,2378,0,"LowF",4,631,"Include"
"RS2009_e1","RS2009_e1_5",50,2379,1,"HighF",5,717,"Include"
"RS2009_e1","RS2009_e1_5",50,2380,0,"HighF",1,574,"Include"
"RS2009_e1","RS2009_e1_5",50,2381,0,"HighF",1,599,"Include"
"RS2009_e1","RS2009_e1_5",50,2382,1,"HighF",5,629,"Include"
"RS2009_e1","RS2009_e1_5",50,2383,0,"LowF",3,663,"Include"
"RS2009_e1","RS2009_e1_5",50,2384,0,"HighF",2,566,"Include"
"RS2009_e1","RS2009_e1_5",50,2385,1,"LowF",6,651,"Include"
"RS2009_e1","RS2009_e1_5",50,2386,1,"LowF",4,674,"Include"
"RS2009_e1","RS2009_e1_5",50,2387,1,"LowF",3,607,"Include"
"RS2009_e1","RS2009_e1_5",50,2388,1,"LowF",5,739,"Include"
"RS2009_e1","RS2009_e1_5",50,2389,0,"LowF",2,577,"Include"
"RS2009_e1","RS2009_e1_5",50,2390,1,"LowF",5,848,"Include"
"RS2009_e1","RS2009_e1_5",50,2391,0,"LowF",3,640,"Include"
"RS2009_e1","RS2009_e1_5",50,2392,0,"HighF",1,663,"Include"
"RS2009_e1","RS2009_e1_5",50,2393,0,"HighF",1,761,"Include"
"RS2009_e1","RS2009_e1_5",50,2394,0,"LowF",1,653,"Include"
"RS2009_e1","RS2009_e1_5",50,2395,0,"HighF",1,621,"Include"
"RS2009_e1","RS2009_e1_5",50,2396,1,"HighF",3,621,"Include"
"RS2009_e1","RS2009_e1_5",50,2397,0,"HighF",2,643,"Include"
"RS2009_e1","RS2009_e1_5",50,2398,0,"LowF",4,728,"Include"
"RS2009_e1","RS2009_e1_5",50,2399,1,"HighF",1,836,"Include"
"RS2009_e1","RS2009_e1_5",50,2400,1,"HighF",3,760,"Include"
"RS2009_e1","RS2009_e1_5",51,2401,0,"HighF",1,566,"Include"
"RS2009_e1","RS2009_e1_5",51,2402,0,"LowF",2,655,"Include"
"RS2009_e1","RS2009_e1_5",51,2403,0,"LowF",3,577,"Include"
"RS2009_e1","RS2009_e1_5",51,2404,1,"LowF",2,533,"Include"
"RS2009_e1","RS2009_e1_5",51,2405,0,"HighF",1,630,"Include"
"RS2009_e1","RS2009_e1_5",51,2406,0,"HighF",2,655,"Include"
"RS2009_e1","RS2009_e1_5",51,2407,0,"HighF",1,550,"Include"
"RS2009_e1","RS2009_e1_5",51,2408,1,"HighF",5,594,"Include"
"RS2009_e1","RS2009_e1_5",51,2409,1,"LowF",5,655,"Include"
"RS2009_e1","RS2009_e1_5",51,2410,0,"HighF",3,594,"Include"
"RS2009_e1","RS2009_e1_5",51,2411,0,"HighF",1,533,"Include"
"RS2009_e1","RS2009_e1_5",51,2412,1,"HighF",5,638,"Include"
"RS2009_e1","RS2009_e1_5",51,2413,0,"LowF",2,673,"Include"
"RS2009_e1","RS2009_e1_5",51,2414,1,"LowF",5,672,"Include"
"RS2009_e1","RS2009_e1_5",51,2415,0,"HighF",2,673,"Include"
"RS2009_e1","RS2009_e1_5",51,2416,1,"HighF",5,655,"Include"
"RS2009_e1","RS2009_e1_5",51,2417,1,"HighF",5,777,"Include"
"RS2009_e1","RS2009_e1_5",51,2418,1,"LowF",4,629,"Include"
"RS2009_e1","RS2009_e1_5",51,2419,0,"LowF",2,585,"Include"
"RS2009_e1","RS2009_e1_5",51,2420,1,"LowF",5,646,"Include"
"RS2009_e1","RS2009_e1_5",51,2421,1,"HighF",6,541,"Include"
"RS2009_e1","RS2009_e1_5",51,2422,1,"HighF",3,759,"Include"
"RS2009_e1","RS2009_e1_5",51,2423,0,"LowF",2,665,"Include"
"RS2009_e1","RS2009_e1_5",51,2424,1,"HighF",3,655,"Include"
"RS2009_e1","RS2009_e1_5",51,2425,0,"HighF",1,596,"Include"
"RS2009_e1","RS2009_e1_5",51,2426,1,"HighF",5,760,"Include"
"RS2009_e1","RS2009_e1_5",51,2427,0,"HighF",3,725,"Include"
"RS2009_e1","RS2009_e1_5",51,2428,0,"LowF",2,516,"Include"
"RS2009_e1","RS2009_e1_5",51,2429,1,"HighF",5,777,"Include"
"RS2009_e1","RS2009_e1_5",51,2430,1,"HighF",5,733,"Include"
"RS2009_e1","RS2009_e1_5",51,2431,0,"LowF",4,672,"Include"
"RS2009_e1","RS2009_e1_5",51,2432,0,"LowF",1,648,"Include"
"RS2009_e1","RS2009_e1_5",51,2433,0,"LowF",3,812,"Include"
"RS2009_e1","RS2009_e1_5",51,2434,0,"HighF",2,515,"Include"
"RS2009_e1","RS2009_e1_5",51,2435,1,"LowF",5,698,"Include"
"RS2009_e1","RS2009_e1_5",51,2436,0,"HighF",2,637,"Include"
"RS2009_e1","RS2009_e1_5",51,2437,1,"LowF",6,637,"Include"
"RS2009_e1","RS2009_e1_5",51,2438,1,"LowF",5,646,"Include"
"RS2009_e1","RS2009_e1_5",51,2439,1,"HighF",4,620,"Include"
"RS2009_e1","RS2009_e1_5",51,2440,0,"HighF",1,576,"Include"
"RS2009_e1","RS2009_e1_5",51,2441,1,"LowF",3,576,"Include"
"RS2009_e1","RS2009_e1_5",51,2442,1,"LowF",4,596,"Include"
"RS2009_e1","RS2009_e1_5",51,2443,0,"LowF",2,541,"Include"
"RS2009_e1","RS2009_e1_5",51,2444,1,"LowF",4,638,"Include"
"RS2009_e1","RS2009_e1_5",51,2445,1,"LowF",6,611,"Include"
"RS2009_e1","RS2009_e1_5",51,2446,0,"LowF",3,881,"Include"
"RS2009_e1","RS2009_e1_5",51,2447,0,"LowF",2,646,"Include"
"RS2009_e1","RS2009_e1_5",51,2448,1,"HighF",1,672,"Include"
"RS2009_e1","RS2009_e1_5",52,2449,1,"LowF",4,662,"Include"
"RS2009_e1","RS2009_e1_5",52,2450,1,"LowF",2,567,"Include"
"RS2009_e1","RS2009_e1_5",52,2451,1,"HighF",5,640,"Include"
"RS2009_e1","RS2009_e1_5",52,2452,0,"HighF",2,576,"Include"
"RS2009_e1","RS2009_e1_5",52,2453,0,"HighF",1,541,"Include"
"RS2009_e1","RS2009_e1_5",52,2454,1,"LowF",5,637,"Include"
"RS2009_e1","RS2009_e1_5",52,2455,0,"HighF",3,672,"Include"
"RS2009_e1","RS2009_e1_5",52,2456,1,"HighF",2,785,"Include"
"RS2009_e1","RS2009_e1_5",52,2457,1,"LowF",5,683,"Include"
"RS2009_e1","RS2009_e1_5",52,2458,0,"LowF",1,586,"Include"
"RS2009_e1","RS2009_e1_5",52,2459,1,"HighF",6,585,"Include"
"RS2009_e1","RS2009_e1_5",52,2460,1,"HighF",6,655,"Include"
"RS2009_e1","RS2009_e1_5",52,2461,0,"HighF",4,655,"Include"
"RS2009_e1","RS2009_e1_5",52,2462,1,"LowF",5,727,"Include"
"RS2009_e1","RS2009_e1_5",52,2463,1,"LowF",3,655,"Include"
"RS2009_e1","RS2009_e1_5",52,2464,1,"LowF",5,631,"Include"
"RS2009_e1","RS2009_e1_5",52,2465,1,"LowF",1,672,"Include"
"RS2009_e1","RS2009_e1_5",52,2466,0,"HighF",1,614,"Include"
"RS2009_e1","RS2009_e1_5",52,2467,0,"LowF",1,611,"Include"
"RS2009_e1","RS2009_e1_5",52,2468,0,"HighF",1,594,"Include"
"RS2009_e1","RS2009_e1_5",52,2469,0,"LowF",2,690,"Include"
"RS2009_e1","RS2009_e1_5",52,2470,0,"LowF",3,681,"Include"
"RS2009_e1","RS2009_e1_5",52,2471,1,"HighF",5,708,"Include"
"RS2009_e1","RS2009_e1_5",52,2472,0,"HighF",1,621,"Include"
"RS2009_e1","RS2009_e1_5",52,2473,1,"HighF",6,655,"Include"
"RS2009_e1","RS2009_e1_5",52,2474,0,"HighF",4,663,"Include"
"RS2009_e1","RS2009_e1_5",52,2475,1,"HighF",5,587,"Include"
"RS2009_e1","RS2009_e1_5",52,2476,1,"LowF",2,611,"Include"
"RS2009_e1","RS2009_e1_5",52,2477,0,"LowF",1,561,"Include"
"RS2009_e1","RS2009_e1_5",52,2478,0,"LowF",1,585,"Include"
"RS2009_e1","RS2009_e1_5",52,2479,0,"HighF",1,568,"Include"
"RS2009_e1","RS2009_e1_5",52,2480,0,"HighF",3,664,"Include"
"RS2009_e1","RS2009_e1_5",52,2481,0,"HighF",1,647,"Include"
"RS2009_e1","RS2009_e1_5",52,2482,1,"HighF",5,812,"Include"
"RS2009_e1","RS2009_e1_5",52,2483,1,"HighF",4,620,"Include"
"RS2009_e1","RS2009_e1_5",52,2484,1,"HighF",6,699,"Include"
"RS2009_e1","RS2009_e1_5",52,2485,0,"LowF",4,770,"Include"
"RS2009_e1","RS2009_e1_5",52,2486,0,"LowF",3,844,"Include"
"RS2009_e1","RS2009_e1_5",52,2487,0,"HighF",1,681,"Include"
"RS2009_e1","RS2009_e1_5",52,2488,0,"LowF",1,681,"Include"
"RS2009_e1","RS2009_e1_5",52,2489,1,"HighF",5,689,"Include"
"RS2009_e1","RS2009_e1_5",52,2490,1,"HighF",4,776,"Include"
"RS2009_e1","RS2009_e1_5",52,2491,0,"LowF",3,812,"Include"
"RS2009_e1","RS2009_e1_5",52,2492,1,"LowF",2,769,"Include"
"RS2009_e1","RS2009_e1_5",52,2493,0,"LowF",1,544,"Include"
"RS2009_e1","RS2009_e1_5",52,2494,0,"LowF",1,542,"Include"
"RS2009_e1","RS2009_e1_5",52,2495,1,"LowF",3,629,"Include"
"RS2009_e1","RS2009_e1_5",52,2496,1,"LowF",2,561,"Include"
"RS2009_e1","RS2009_e1_5",53,2497,0,"HighF",1,566,"Include"
"RS2009_e1","RS2009_e1_5",53,2498,0,"HighF",1,585,"Include"
"RS2009_e1","RS2009_e1_5",53,2499,1,"LowF",5,638,"Include"
"RS2009_e1","RS2009_e1_5",53,2500,0,"HighF",2,629,"Include"
"RS2009_e1","RS2009_e1_5",53,2501,0,"HighF",1,525,"Include"
"RS2009_e1","RS2009_e1_5",53,2502,1,"LowF",3,559,"Include"
"RS2009_e1","RS2009_e1_5",53,2503,0,"LowF",2,631,"Include"
"RS2009_e1","RS2009_e1_5",53,2504,0,"HighF",1,481,"Include"
"RS2009_e1","RS2009_e1_5",53,2505,0,"LowF",3,577,"Include"
"RS2009_e1","RS2009_e1_5",53,2506,1,"LowF",2,586,"Include"
"RS2009_e1","RS2009_e1_5",53,2507,1,"LowF",3,683,"Include"
"RS2009_e1","RS2009_e1_5",53,2508,1,"HighF",5,674,"Include"
"RS2009_e1","RS2009_e1_5",53,2509,1,"HighF",4,559,"Include"
"RS2009_e1","RS2009_e1_5",53,2510,1,"HighF",5,716,"Include"
"RS2009_e1","RS2009_e1_5",53,2511,0,"LowF",2,594,"Include"
"RS2009_e1","RS2009_e1_5",53,2512,1,"HighF",5,733,"Include"
"RS2009_e1","RS2009_e1_5",53,2513,1,"HighF",4,934,"Include"
"RS2009_e1","RS2009_e1_5",53,2514,0,"LowF",3,610,"Include"
"RS2009_e1","RS2009_e1_5",53,2515,0,"HighF",1,515,"Include"
"RS2009_e1","RS2009_e1_5",53,2516,0,"HighF",1,655,"Include"
"RS2009_e1","RS2009_e1_5",53,2517,1,"HighF",6,621,"Include"
"RS2009_e1","RS2009_e1_5",53,2518,0,"LowF",3,664,"Include"
"RS2009_e1","RS2009_e1_5",53,2519,0,"HighF",2,533,"Include"
"RS2009_e1","RS2009_e1_5",53,2520,1,"LowF",5,716,"Include"
"RS2009_e1","RS2009_e1_5",53,2521,0,"LowF",4,655,"Include"
"RS2009_e1","RS2009_e1_5",53,2522,0,"HighF",1,805,"Include"
"RS2009_e1","RS2009_e1_5",53,2523,1,"HighF",4,768,"Include"
"RS2009_e1","RS2009_e1_5",53,2524,1,"LowF",5,594,"Include"
"RS2009_e1","RS2009_e1_5",53,2525,0,"HighF",1,664,"Include"
"RS2009_e1","RS2009_e1_5",53,2526,0,"LowF",1,543,"Include"
"RS2009_e1","RS2009_e1_5",53,2527,1,"LowF",1,585,"Include"
"RS2009_e1","RS2009_e1_5",53,2528,0,"LowF",2,762,"Include"
"RS2009_e1","RS2009_e1_5",53,2529,0,"LowF",1,602,"Include"
"RS2009_e1","RS2009_e1_5",53,2530,1,"HighF",3,655,"Include"
"RS2009_e1","RS2009_e1_5",53,2531,1,"LowF",4,623,"Include"
"RS2009_e1","RS2009_e1_5",53,2532,1,"LowF",3,803,"Include"
"RS2009_e1","RS2009_e1_5",53,2533,0,"HighF",3,901,"Include"
"RS2009_e1","RS2009_e1_5",53,2534,0,"LowF",1,776,"Include"
"RS2009_e1","RS2009_e1_5",53,2535,1,"LowF",1,646,"Include"
"RS2009_e1","RS2009_e1_5",53,2536,1,"HighF",5,692,"Include"
"RS2009_e1","RS2009_e1_5",53,2537,1,"LowF",4,586,"Include"
"RS2009_e1","RS2009_e1_5",53,2538,1,"LowF",4,611,"Include"
"RS2009_e1","RS2009_e1_5",53,2539,0,"HighF",3,672,"Include"
"RS2009_e1","RS2009_e1_5",53,2540,1,"HighF",5,656,"Include"
"RS2009_e1","RS2009_e1_5",53,2541,0,"LowF",2,759,"Include"
"RS2009_e1","RS2009_e1_5",53,2542,1,"HighF",6,769,"Include"
"RS2009_e1","RS2009_e1_5",53,2543,0,"LowF",4,706,"Include"
"RS2009_e1","RS2009_e1_5",53,2544,1,"HighF",5,621,"Include"
"RS2009_e1","RS2009_e1_5",54,2545,0,"LowF",1,557,"Include"
"RS2009_e1","RS2009_e1_5",54,2546,1,"HighF",3,551,"Include"
"RS2009_e1","RS2009_e1_5",54,2547,1,"LowF",2,579,"Include"
"RS2009_e1","RS2009_e1_5",54,2548,0,"LowF",1,518,"Include"
"RS2009_e1","RS2009_e1_5",54,2549,0,"HighF",1,594,"Include"
"RS2009_e1","RS2009_e1_5",54,2550,1,"HighF",5,716,"Include"
"RS2009_e1","RS2009_e1_5",54,2551,1,"LowF",4,612,"Include"
"RS2009_e1","RS2009_e1_5",54,2552,1,"LowF",4,620,"Include"
"RS2009_e1","RS2009_e1_5",54,2553,0,"LowF",3,594,"Include"
"RS2009_e1","RS2009_e1_5",54,2554,0,"HighF",5,690,"Include"
"RS2009_e1","RS2009_e1_5",54,2555,0,"LowF",2,657,"Include"
"RS2009_e1","RS2009_e1_5",54,2556,0,"HighF",1,604,"Include"
"RS2009_e1","RS2009_e1_5",54,2557,1,"LowF",4,655,"Include"
"RS2009_e1","RS2009_e1_5",54,2558,1,"HighF",6,655,"Include"
"RS2009_e1","RS2009_e1_5",54,2559,0,"LowF",2,612,"Include"
"RS2009_e1","RS2009_e1_5",54,2560,0,"LowF",1,620,"Include"
"RS2009_e1","RS2009_e1_5",54,2561,1,"HighF",4,699,"Include"
"RS2009_e1","RS2009_e1_5",54,2562,1,"HighF",5,620,"Include"
"RS2009_e1","RS2009_e1_5",54,2563,0,"HighF",2,585,"Include"
"RS2009_e1","RS2009_e1_5",54,2564,1,"HighF",5,655,"Include"
"RS2009_e1","RS2009_e1_5",54,2565,0,"HighF",1,567,"Include"
"RS2009_e1","RS2009_e1_5",54,2566,1,"LowF",6,734,"Include"
"RS2009_e1","RS2009_e1_5",54,2567,1,"HighF",6,560,"Include"
"RS2009_e1","RS2009_e1_5",54,2568,0,"HighF",3,647,"Include"
"RS2009_e1","RS2009_e1_5",54,2569,1,"HighF",5,664,"Include"
"RS2009_e1","RS2009_e1_5",54,2570,1,"HighF",4,568,"Include"
"RS2009_e1","RS2009_e1_5",54,2571,1,"LowF",2,594,"Include"
"RS2009_e1","RS2009_e1_5",54,2572,1,"LowF",5,605,"Include"
"RS2009_e1","RS2009_e1_5",54,2573,1,"LowF",1,534,"Include"
"RS2009_e1","RS2009_e1_5",54,2574,0,"LowF",4,675,"Include"
"RS2009_e1","RS2009_e1_5",54,2575,0,"HighF",1,595,"Include"
"RS2009_e1","RS2009_e1_5",54,2576,0,"LowF",3,577,"Include"
"RS2009_e1","RS2009_e1_5",54,2577,0,"HighF",2,525,"Include"
"RS2009_e1","RS2009_e1_5",54,2578,0,"HighF",3,699,"Include"
"RS2009_e1","RS2009_e1_5",54,2579,1,"HighF",4,725,"Include"
"RS2009_e1","RS2009_e1_5",54,2580,0,"LowF",3,637,"Include"
"RS2009_e1","RS2009_e1_5",54,2581,1,"LowF",5,699,"Include"
"RS2009_e1","RS2009_e1_5",54,2582,1,"LowF",4,628,"Include"
"RS2009_e1","RS2009_e1_5",54,2583,0,"LowF",1,751,"Include"
"RS2009_e1","RS2009_e1_5",54,2584,0,"LowF",3,690,"Include"
"RS2009_e1","RS2009_e1_5",54,2585,0,"HighF",2,595,"Include"
"RS2009_e1","RS2009_e1_5",54,2586,0,"LowF",3,647,"Include"
"RS2009_e1","RS2009_e1_5",54,2587,1,"HighF",5,734,"Include"
"RS2009_e1","RS2009_e1_5",54,2588,1,"LowF",4,656,"Include"
"RS2009_e1","RS2009_e1_5",54,2589,0,"HighF",1,655,"Include"
"RS2009_e1","RS2009_e1_5",54,2590,0,"HighF",1,707,"Include"
"RS2009_e1","RS2009_e1_5",54,2591,1,"HighF",5,848,"Include"
"RS2009_e1","RS2009_e1_5",54,2592,1,"LowF",4,622,"Include"
"RS2009_e1","RS2009_e1_5",55,2593,0,"HighF",2,688,"Include"
"RS2009_e1","RS2009_e1_5",55,2594,1,"LowF",5,585,"Include"
"RS2009_e1","RS2009_e1_5",55,2595,0,"HighF",3,630,"Include"
"RS2009_e1","RS2009_e1_5",55,2596,1,"HighF",5,612,"Include"
"RS2009_e1","RS2009_e1_5",55,2597,0,"LowF",6,594,"Include"
"RS2009_e1","RS2009_e1_5",55,2598,1,"HighF",6,701,"Include"
"RS2009_e1","RS2009_e1_5",55,2599,1,"HighF",5,673,"Include"
"RS2009_e1","RS2009_e1_5",55,2600,0,"LowF",3,699,"Include"
"RS2009_e1","RS2009_e1_5",55,2601,1,"HighF",5,602,"Include"
"RS2009_e1","RS2009_e1_5",55,2602,0,"LowF",4,690,"Include"
"RS2009_e1","RS2009_e1_5",55,2603,0,"HighF",5,638,"Include"
"RS2009_e1","RS2009_e1_5",55,2604,1,"HighF",6,709,"Include"
"RS2009_e1","RS2009_e1_5",55,2605,1,"LowF",4,647,"Include"
"RS2009_e1","RS2009_e1_5",55,2606,1,"LowF",2,525,"Include"
"RS2009_e1","RS2009_e1_5",55,2607,0,"LowF",1,587,"Include"
"RS2009_e1","RS2009_e1_5",55,2608,1,"LowF",3,620,"Include"
"RS2009_e1","RS2009_e1_5",55,2609,1,"LowF",5,579,"Include"
"RS2009_e1","RS2009_e1_5",55,2610,0,"HighF",2,620,"Include"
"RS2009_e1","RS2009_e1_5",55,2611,0,"LowF",3,662,"Include"
"RS2009_e1","RS2009_e1_5",55,2612,0,"HighF",2,516,"Include"
"RS2009_e1","RS2009_e1_5",55,2613,0,"LowF",3,672,"Include"
"RS2009_e1","RS2009_e1_5",55,2614,1,"HighF",4,656,"Include"
"RS2009_e1","RS2009_e1_5",55,2615,0,"HighF",1,568,"Include"
"RS2009_e1","RS2009_e1_5",55,2616,1,"LowF",3,620,"Include"
"RS2009_e1","RS2009_e1_5",55,2617,1,"LowF",1,536,"Include"
"RS2009_e1","RS2009_e1_5",55,2618,0,"HighF",1,544,"Include"
"RS2009_e1","RS2009_e1_5",55,2619,0,"HighF",1,586,"Include"
"RS2009_e1","RS2009_e1_5",55,2620,0,"HighF",1,534,"Include"
"RS2009_e1","RS2009_e1_5",55,2621,1,"HighF",3,795,"Include"
"RS2009_e1","RS2009_e1_5",55,2622,0,"HighF",1,710,"Include"
"RS2009_e1","RS2009_e1_5",55,2623,1,"LowF",5,743,"Include"
"RS2009_e1","RS2009_e1_5",55,2624,1,"LowF",4,664,"Include"
"RS2009_e1","RS2009_e1_5",55,2625,1,"LowF",2,646,"Include"
"RS2009_e1","RS2009_e1_5",55,2626,0,"LowF",1,702,"Include"
"RS2009_e1","RS2009_e1_5",55,2627,1,"LowF",3,629,"Include"
"RS2009_e1","RS2009_e1_5",55,2628,1,"HighF",5,649,"Include"
"RS2009_e1","RS2009_e1_5",55,2629,0,"LowF",1,620,"Include"
"RS2009_e1","RS2009_e1_5",55,2630,0,"LowF",3,708,"Include"
"RS2009_e1","RS2009_e1_5",55,2631,0,"HighF",2,525,"Include"
"RS2009_e1","RS2009_e1_5",55,2632,0,"HighF",3,707,"Include"
"RS2009_e1","RS2009_e1_5",55,2633,0,"LowF",4,673,"Include"
"RS2009_e1","RS2009_e1_5",55,2634,1,"LowF",4,752,"Include"
"RS2009_e1","RS2009_e1_5",55,2635,0,"LowF",2,568,"Include"
"RS2009_e1","RS2009_e1_5",55,2636,1,"HighF",5,812,"Include"
"RS2009_e1","RS2009_e1_5",55,2637,1,"HighF",4,759,"Include"
"RS2009_e1","RS2009_e1_5",55,2638,1,"HighF",3,899,"Include"
"RS2009_e1","RS2009_e1_5",55,2639,1,"HighF",5,622,"Include"
"RS2009_e1","RS2009_e1_5",55,2640,0,"LowF",1,524,"Include"
"RS2009_e1","RS2009_e1_5",56,2641,1,"LowF",4,722,"Include"
"RS2009_e1","RS2009_e1_5",56,2642,1,"LowF",5,498,"Include"
"RS2009_e1","RS2009_e1_5",56,2643,1,"HighF",6,506,"Include"
"RS2009_e1","RS2009_e1_5",56,2644,0,"LowF",4,576,"Include"
"RS2009_e1","RS2009_e1_5",56,2645,0,"LowF",2,779,"Include"
"RS2009_e1","RS2009_e1_5",56,2646,1,"HighF",3,620,"Include"
"RS2009_e1","RS2009_e1_5",56,2647,1,"HighF",5,596,"Include"
"RS2009_e1","RS2009_e1_5",56,2648,1,"HighF",6,716,"Include"
"RS2009_e1","RS2009_e1_5",56,2649,1,"LowF",4,559,"Include"
"RS2009_e1","RS2009_e1_5",56,2650,0,"LowF",2,524,"Include"
"RS2009_e1","RS2009_e1_5",56,2651,1,"HighF",5,568,"Include"
"RS2009_e1","RS2009_e1_5",56,2652,1,"LowF",6,602,"Include"
"RS2009_e1","RS2009_e1_5",56,2653,0,"HighF",1,594,"Include"
"RS2009_e1","RS2009_e1_5",56,2654,1,"HighF",5,691,"Include"
"RS2009_e1","RS2009_e1_5",56,2655,0,"LowF",3,568,"Include"
"RS2009_e1","RS2009_e1_5",56,2656,0,"LowF",5,621,"Include"
"RS2009_e1","RS2009_e1_5",56,2657,0,"HighF",1,569,"Include"
"RS2009_e1","RS2009_e1_5",56,2658,1,"LowF",4,630,"Include"
"RS2009_e1","RS2009_e1_5",56,2659,0,"LowF",2,742,"Include"
"RS2009_e1","RS2009_e1_5",56,2660,1,"LowF",4,673,"Include"
"RS2009_e1","RS2009_e1_5",56,2661,0,"LowF",3,646,"Include"
"RS2009_e1","RS2009_e1_5",56,2662,0,"HighF",1,725,"Include"
"RS2009_e1","RS2009_e1_5",56,2663,1,"LowF",3,578,"Include"
"RS2009_e1","RS2009_e1_5",56,2664,0,"LowF",5,580,"Include"
"RS2009_e1","RS2009_e1_5",56,2665,0,"HighF",1,543,"Include"
"RS2009_e1","RS2009_e1_5",56,2666,0,"LowF",3,612,"Include"
"RS2009_e1","RS2009_e1_5",56,2667,0,"HighF",2,516,"Include"
"RS2009_e1","RS2009_e1_5",56,2668,0,"HighF",3,515,"Include"
"RS2009_e1","RS2009_e1_5",56,2669,1,"HighF",1,673,"Include"
"RS2009_e1","RS2009_e1_5",56,2670,1,"HighF",6,666,"Include"
"RS2009_e1","RS2009_e1_5",56,2671,0,"HighF",1,646,"Include"
"RS2009_e1","RS2009_e1_5",56,2672,1,"HighF",5,612,"Include"
"RS2009_e1","RS2009_e1_5",56,2673,0,"LowF",4,515,"Include"
"RS2009_e1","RS2009_e1_5",56,2674,1,"HighF",1,526,"Include"
"RS2009_e1","RS2009_e1_5",56,2675,0,"HighF",2,587,"Include"
"RS2009_e1","RS2009_e1_5",56,2676,0,"LowF",3,611,"Include"
"RS2009_e1","RS2009_e1_5",56,2677,1,"LowF",2,569,"Include"
"RS2009_e1","RS2009_e1_5",56,2678,1,"HighF",1,815,"Include"
"RS2009_e1","RS2009_e1_5",56,2679,0,"HighF",1,527,"Include"
"RS2009_e1","RS2009_e1_5",56,2680,0,"HighF",1,586,"Include"
"RS2009_e1","RS2009_e1_5",56,2681,0,"HighF",1,551,"Include"
"RS2009_e1","RS2009_e1_5",56,2682,1,"LowF",3,778,"Include"
"RS2009_e1","RS2009_e1_5",56,2683,1,"HighF",5,658,"Include"
"RS2009_e1","RS2009_e1_5",56,2684,1,"LowF",4,734,"Include"
"RS2009_e1","RS2009_e1_5",56,2685,1,"LowF",1,645,"Include"
"RS2009_e1","RS2009_e1_5",56,2686,0,"LowF",1,501,"Include"
"RS2009_e1","RS2009_e1_5",56,2687,0,"HighF",1,551,"Include"
"RS2009_e1","RS2009_e1_5",56,2688,1,"LowF",3,638,"Include"
"RS2009_e1","RS2009_e1_5",57,2689,0,"HighF",2,636,"Include"
"RS2009_e1","RS2009_e1_5",57,2690,0,"LowF",3,524,"Include"
"RS2009_e1","RS2009_e1_5",57,2691,1,"HighF",5,551,"Include"
"RS2009_e1","RS2009_e1_5",57,2692,1,"LowF",4,541,"Include"
"RS2009_e1","RS2009_e1_5",57,2693,1,"LowF",5,681,"Include"
"RS2009_e1","RS2009_e1_5",57,2694,1,"HighF",6,524,"Include"
"RS2009_e1","RS2009_e1_5",57,2695,1,"LowF",6,568,"Include"
"RS2009_e1","RS2009_e1_5",57,2696,1,"LowF",2,534,"Include"
"RS2009_e1","RS2009_e1_5",57,2697,1,"LowF",1,684,"Include"
"RS2009_e1","RS2009_e1_5",57,2698,1,"LowF",3,518,"Include"
"RS2009_e1","RS2009_e1_5",57,2699,0,"HighF",5,815,"Include"
"RS2009_e1","RS2009_e1_5",57,2700,0,"HighF",1,492,"Include"
"RS2009_e1","RS2009_e1_5",57,2701,0,"LowF",1,638,"Include"
"RS2009_e1","RS2009_e1_5",57,2702,0,"HighF",3,751,"Include"
"RS2009_e1","RS2009_e1_5",57,2703,1,"HighF",5,638,"Include"
"RS2009_e1","RS2009_e1_5",57,2704,1,"HighF",4,637,"Include"
"RS2009_e1","RS2009_e1_5",57,2705,0,"HighF",1,577,"Include"
"RS2009_e1","RS2009_e1_5",57,2706,0,"LowF",1,769,"Include"
"RS2009_e1","RS2009_e1_5",57,2707,1,"LowF",3,629,"Include"
"RS2009_e1","RS2009_e1_5",57,2708,1,"HighF",5,631,"Include"
"RS2009_e1","RS2009_e1_5",57,2709,0,"HighF",4,602,"Include"
"RS2009_e1","RS2009_e1_5",57,2710,0,"HighF",1,657,"Include"
"RS2009_e1","RS2009_e1_5",57,2711,0,"LowF",1,515,"Include"
"RS2009_e1","RS2009_e1_5",57,2712,1,"HighF",6,603,"Include"
"RS2009_e1","RS2009_e1_5",57,2713,0,"LowF",3,603,"Include"
"RS2009_e1","RS2009_e1_5",57,2714,0,"HighF",2,533,"Include"
"RS2009_e1","RS2009_e1_5",57,2715,0,"HighF",1,585,"Include"
