"exp","id","trial","item","isold","condition1","rating","RT","excluding"
"FO2016_e2a","FO2016_e2a_4","239","vision",0,"New",4,3194,"Include"
"FO2016_e2a","FO2016_e2a_4","240","flesh",0,"New",2,1098,"Include"
"FO2016_e2a","FO2016_e2a_5","3","church",1,"Silent",2,3362,"Include"
"FO2016_e2a","FO2016_e2a_5","4","idea",0,"New",4,5330,"Include"
"FO2016_e2a","FO2016_e2a_5","5","glory",1,"Silent",5,1818,"Include"
"FO2016_e2a","FO2016_e2a_5","6","atmosphere",1,"Aloud",6,2138,"Include"
"FO2016_e2a","FO2016_e2a_5","7","plain",0,"New",3,3242,"Include"
"FO2016_e2a","FO2016_e2a_5","8","disposition",1,"Silent",2,1874,"Include"
"FO2016_e2a","FO2016_e2a_5","9","flesh",0,"New",4,7946,"Include"
"FO2016_e2a","FO2016_e2a_5","10","victim",0,"New",2,2010,"Include"
"FO2016_e2a","FO2016_e2a_5","11","disaster",0,"New",3,2074,"Include"
"FO2016_e2a","FO2016_e2a_5","12","ocean",0,"New",3,2266,"Include"
"FO2016_e2a","FO2016_e2a_5","13","city",1,"Aloud",4,1866,"Include"
"FO2016_e2a","FO2016_e2a_5","14","item",1,"Aloud",3,1330,"Include"
"FO2016_e2a","FO2016_e2a_5","15","grief",0,"New",3,1738,"Include"
"FO2016_e2a","FO2016_e2a_5","16","attendant",1,"Silent",4,2378,"Include"
"FO2016_e2a","FO2016_e2a_5","17","ability",1,"Aloud",5,2394,"Include"
"FO2016_e2a","FO2016_e2a_5","18","appearance",1,"Silent",6,1522,"Include"
"FO2016_e2a","FO2016_e2a_5","19","virtue",1,"Silent",2,3194,"Include"
"FO2016_e2a","FO2016_e2a_5","20","committee",0,"New",1,1722,"Include"
"FO2016_e2a","FO2016_e2a_5","21","railroad",0,"New",1,842,"Include"
"FO2016_e2a","FO2016_e2a_5","22","cat",0,"New",1,882,"Include"
"FO2016_e2a","FO2016_e2a_5","23","cash",0,"New",4,2562,"Include"
"FO2016_e2a","FO2016_e2a_5","24","stone",0,"New",2,1906,"Include"
"FO2016_e2a","FO2016_e2a_5","25","tomb",1,"Aloud",6,3242,"Include"
"FO2016_e2a","FO2016_e2a_5","26","nephew",1,"Aloud",6,1522,"Include"
"FO2016_e2a","FO2016_e2a_5","27","scarlet",1,"Aloud",1,1970,"Include"
"FO2016_e2a","FO2016_e2a_5","28","comparison",0,"New",1,1498,"Include"
"FO2016_e2a","FO2016_e2a_5","29","captive",1,"Silent",2,3882,"Include"
"FO2016_e2a","FO2016_e2a_5","30","revolt",0,"New",2,1778,"Include"
"FO2016_e2a","FO2016_e2a_5","31","attitude",0,"New",5,2602,"Include"
"FO2016_e2a","FO2016_e2a_5","32","vegetable",0,"New",2,1154,"Include"
"FO2016_e2a","FO2016_e2a_5","33","air",0,"New",2,1354,"Include"
"FO2016_e2a","FO2016_e2a_5","34","sensation",0,"New",3,3666,"Include"
"FO2016_e2a","FO2016_e2a_5","35","string",0,"New",4,2578,"Include"
"FO2016_e2a","FO2016_e2a_5","36","quality",1,"Silent",5,3410,"Include"
"FO2016_e2a","FO2016_e2a_5","37","settler",1,"Aloud",6,1906,"Include"
"FO2016_e2a","FO2016_e2a_5","38","storm",0,"New",6,1914,"Include"
"FO2016_e2a","FO2016_e2a_5","39","beggar",0,"New",1,1762,"Include"
"FO2016_e2a","FO2016_e2a_5","40","tablespoon",1,"Silent",6,1562,"Include"
"FO2016_e2a","FO2016_e2a_5","41","army",1,"Aloud",4,1522,"Include"
"FO2016_e2a","FO2016_e2a_5","42","master",0,"New",2,2706,"Include"
"FO2016_e2a","FO2016_e2a_5","43","salute",0,"New",4,8442,"Include"
"FO2016_e2a","FO2016_e2a_5","44","vessel",1,"Aloud",5,1434,"Include"
"FO2016_e2a","FO2016_e2a_5","45","law",0,"New",3,2314,"Include"
"FO2016_e2a","FO2016_e2a_5","47","sauce",0,"New",2,1434,"Include"
"FO2016_e2a","FO2016_e2a_5","48","sovereign",1,"Aloud",4,1722,"Include"
"FO2016_e2a","FO2016_e2a_5","49","creature",1,"Aloud",5,1039,"Include"
"FO2016_e2a","FO2016_e2a_5","50","baron",0,"New",1,1450,"Include"
"FO2016_e2a","FO2016_e2a_5","51","colony",0,"New",2,1194,"Include"
"FO2016_e2a","FO2016_e2a_5","52","moss",0,"New",2,1234,"Include"
"FO2016_e2a","FO2016_e2a_5","53","boss",1,"Silent",5,1546,"Include"
"FO2016_e2a","FO2016_e2a_5","55","contents",1,"Aloud",2,1882,"Include"
"FO2016_e2a","FO2016_e2a_5","56","sea",1,"Aloud",2,978,"Include"
"FO2016_e2a","FO2016_e2a_5","57","fisherman",0,"New",1,1794,"Include"
"FO2016_e2a","FO2016_e2a_5","58","mercy",0,"New",4,1346,"Include"
"FO2016_e2a","FO2016_e2a_5","59","assault",0,"New",5,4106,"Include"
"FO2016_e2a","FO2016_e2a_5","60","diamond",0,"New",2,1370,"Include"
"FO2016_e2a","FO2016_e2a_5","61","quest",1,"Aloud",4,3986,"Include"
"FO2016_e2a","FO2016_e2a_5","62","death",1,"Aloud",3,1778,"Include"
"FO2016_e2a","FO2016_e2a_5","63","library",1,"Aloud",3,2186,"Include"
"FO2016_e2a","FO2016_e2a_5","64","intellect",0,"New",2,1610,"Include"
"FO2016_e2a","FO2016_e2a_5","65","array",0,"New",4,1538,"Include"
"FO2016_e2a","FO2016_e2a_5","66","nail",1,"Aloud",3,5210,"Include"
"FO2016_e2a","FO2016_e2a_5","67","attribute",1,"Silent",5,1858,"Include"
"FO2016_e2a","FO2016_e2a_5","69","decree",1,"Silent",5,1698,"Include"
"FO2016_e2a","FO2016_e2a_5","70","sickness",1,"Silent",2,2602,"Include"
"FO2016_e2a","FO2016_e2a_5","71","time",0,"New",1,1426,"Include"
"FO2016_e2a","FO2016_e2a_5","72","gentleman",1,"Aloud",6,1250,"Include"
"FO2016_e2a","FO2016_e2a_5","73","money",1,"Silent",6,1178,"Include"
"FO2016_e2a","FO2016_e2a_5","74","baby",0,"New",1,1290,"Include"
"FO2016_e2a","FO2016_e2a_5","75","fox",0,"New",2,2506,"Include"
"FO2016_e2a","FO2016_e2a_5","76","artist",0,"New",2,1930,"Include"
"FO2016_e2a","FO2016_e2a_5","77","weapon",1,"Silent",2,1762,"Include"
"FO2016_e2a","FO2016_e2a_5","78","substitute",0,"New",5,1586,"Include"
"FO2016_e2a","FO2016_e2a_5","79","impulse",1,"Silent",4,2282,"Include"
"FO2016_e2a","FO2016_e2a_5","80","prairie",0,"New",2,2138,"Include"
"FO2016_e2a","FO2016_e2a_5","81","series",1,"Aloud",2,1490,"Include"
"FO2016_e2a","FO2016_e2a_5","82","dirt",0,"New",1,1338,"Include"
"FO2016_e2a","FO2016_e2a_5","83","judge",1,"Aloud",6,1394,"Include"
"FO2016_e2a","FO2016_e2a_5","84","jail",1,"Aloud",6,1770,"Include"
"FO2016_e2a","FO2016_e2a_5","85","affection",0,"New",5,1650,"Include"
"FO2016_e2a","FO2016_e2a_5","86","elephant",0,"New",1,1234,"Include"
"FO2016_e2a","FO2016_e2a_5","87","murder",0,"New",2,1834,"Include"
"FO2016_e2a","FO2016_e2a_5","88","ambassador",0,"New",5,1594,"Include"
"FO2016_e2a","FO2016_e2a_5","89","tobacco",1,"Silent",6,1106,"Include"
"FO2016_e2a","FO2016_e2a_5","90","warmth",0,"New",2,3794,"Include"
"FO2016_e2a","FO2016_e2a_5","91","custom",1,"Aloud",5,2562,"Include"
"FO2016_e2a","FO2016_e2a_5","92","rock",1,"Aloud",5,2458,"Include"
"FO2016_e2a","FO2016_e2a_5","93","costume",1,"Silent",5,1146,"Include"
"FO2016_e2a","FO2016_e2a_5","94","thief",1,"Aloud",6,1322,"Include"
"FO2016_e2a","FO2016_e2a_5","95","facility",0,"New",6,1402,"Include"
"FO2016_e2a","FO2016_e2a_5","96","sulphur",1,"Silent",6,1250,"Include"
"FO2016_e2a","FO2016_e2a_5","97","soil",0,"New",6,1082,"Include"
"FO2016_e2a","FO2016_e2a_5","98","queen",0,"New",5,1634,"Include"
"FO2016_e2a","FO2016_e2a_5","99","rod",1,"Aloud",5,1386,"Include"
"FO2016_e2a","FO2016_e2a_5","100","lake",1,"Aloud",3,1586,"Include"
"FO2016_e2a","FO2016_e2a_5","101","metal",1,"Aloud",3,3578,"Include"
"FO2016_e2a","FO2016_e2a_5","102","product",1,"Silent",4,4378,"Include"
"FO2016_e2a","FO2016_e2a_5","103","convention",0,"New",1,1634,"Include"
"FO2016_e2a","FO2016_e2a_5","104","picture",0,"New",2,7898,"Include"
"FO2016_e2a","FO2016_e2a_5","105","charter",1,"Aloud",5,2178,"Include"
"FO2016_e2a","FO2016_e2a_5","106","oxygen",1,"Silent",3,1842,"Include"
"FO2016_e2a","FO2016_e2a_5","107","skin",1,"Aloud",3,4266,"Include"
"FO2016_e2a","FO2016_e2a_5","108","chair",1,"Silent",4,1082,"Include"
"FO2016_e2a","FO2016_e2a_5","109","direction",0,"New",2,1762,"Include"
"FO2016_e2a","FO2016_e2a_5","110","thorn",1,"Aloud",5,1370,"Include"
"FO2016_e2a","FO2016_e2a_5","111","child",0,"New",2,4002,"Include"
"FO2016_e2a","FO2016_e2a_5","112","sunset",0,"New",2,1722,"Include"
"FO2016_e2a","FO2016_e2a_5","113","lark",1,"Silent",6,1858,"Include"
"FO2016_e2a","FO2016_e2a_5","114","moment",0,"New",3,1802,"Include"
"FO2016_e2a","FO2016_e2a_5","115","circuit",1,"Aloud",5,1994,"Include"
"FO2016_e2a","FO2016_e2a_5","116","misery",1,"Silent",5,1074,"Include"
"FO2016_e2a","FO2016_e2a_5","117","amount",1,"Aloud",2,2994,"Include"
"FO2016_e2a","FO2016_e2a_5","118","hint",1,"Silent",2,1106,"Include"
"FO2016_e2a","FO2016_e2a_5","119","mind",0,"New",3,2786,"Include"
"FO2016_e2a","FO2016_e2a_5","120","procession",0,"New",1,1898,"Include"
"FO2016_e2a","FO2016_e2a_5","121","cabin",0,"New",3,5506,"Include"
"FO2016_e2a","FO2016_e2a_5","122","sky",0,"New",2,1514,"Include"
"FO2016_e2a","FO2016_e2a_5","123","goddess",1,"Aloud",6,1594,"Include"
"FO2016_e2a","FO2016_e2a_5","124","effort",1,"Silent",2,2050,"Include"
"FO2016_e2a","FO2016_e2a_5","125","gallery",0,"New",4,1762,"Include"
"FO2016_e2a","FO2016_e2a_5","127","inhabitant",0,"New",1,1378,"Include"
"FO2016_e2a","FO2016_e2a_5","128","chance",0,"New",3,3050,"Include"
"FO2016_e2a","FO2016_e2a_5","129","interest",0,"New",3,2754,"Include"
"FO2016_e2a","FO2016_e2a_5","130","moisture",1,"Silent",2,1362,"Include"
"FO2016_e2a","FO2016_e2a_5","131","vanity",0,"New",2,1066,"Include"
"FO2016_e2a","FO2016_e2a_5","132","capacity",1,"Aloud",4,1402,"Include"
"FO2016_e2a","FO2016_e2a_5","133","winter",1,"Aloud",1,2266,"Include"
"FO2016_e2a","FO2016_e2a_5","134","length",0,"New",1,3170,"Include"
"FO2016_e2a","FO2016_e2a_5","135","drama",0,"New",1,4578,"Include"
"FO2016_e2a","FO2016_e2a_5","136","window",0,"New",1,2058,"Include"
"FO2016_e2a","FO2016_e2a_5","137","camp",0,"New",1,1258,"Include"
"FO2016_e2a","FO2016_e2a_5","138","claw",0,"New",2,3314,"Include"
"FO2016_e2a","FO2016_e2a_5","139","sugar",0,"New",1,2314,"Include"
"FO2016_e2a","FO2016_e2a_5","140","majority",1,"Aloud",4,1314,"Include"
"FO2016_e2a","FO2016_e2a_5","141","ankle",1,"Silent",3,5194,"Include"
"FO2016_e2a","FO2016_e2a_5","142","maker",1,"Aloud",2,6890,"Include"
"FO2016_e2a","FO2016_e2a_5","143","fire",0,"New",1,1546,"Include"
"FO2016_e2a","FO2016_e2a_5","144","journal",0,"New",1,1266,"Include"
"FO2016_e2a","FO2016_e2a_5","145","code",0,"New",1,1642,"Include"
"FO2016_e2a","FO2016_e2a_5","146","democracy",0,"New",1,1050,"Include"
"FO2016_e2a","FO2016_e2a_5","147","cotton",1,"Silent",2,4354,"Include"
"FO2016_e2a","FO2016_e2a_5","148","clock",1,"Aloud",2,2018,"Include"
"FO2016_e2a","FO2016_e2a_5","149","banker",1,"Silent",1,1570,"Include"
"FO2016_e2a","FO2016_e2a_5","150","river",1,"Silent",4,1442,"Include"
"FO2016_e2a","FO2016_e2a_5","151","love",1,"Aloud",6,2266,"Include"
"FO2016_e2a","FO2016_e2a_5","153","ticket",1,"Silent",4,1562,"Include"
"FO2016_e2a","FO2016_e2a_5","154","shadow",1,"Aloud",3,2338,"Include"
"FO2016_e2a","FO2016_e2a_5","155","lecture",1,"Aloud",2,1978,"Include"
"FO2016_e2a","FO2016_e2a_5","156","beaver",0,"New",1,986,"Include"
"FO2016_e2a","FO2016_e2a_5","157","institute",0,"New",1,1042,"Include"
"FO2016_e2a","FO2016_e2a_5","158","speech",1,"Silent",4,1162,"Include"
"FO2016_e2a","FO2016_e2a_5","159","spray",1,"Aloud",6,1394,"Include"
"FO2016_e2a","FO2016_e2a_5","160","king",1,"Aloud",2,2786,"Include"
"FO2016_e2a","FO2016_e2a_5","161","steam",0,"New",2,4178,"Include"
"FO2016_e2a","FO2016_e2a_5","162","conquest",0,"New",4,7802,"Include"
"FO2016_e2a","FO2016_e2a_5","163","foam",0,"New",1,1314,"Include"
"FO2016_e2a","FO2016_e2a_5","164","shame",0,"New",1,1482,"Include"
"FO2016_e2a","FO2016_e2a_5","165","grass",1,"Aloud",1,1170,"Include"
"FO2016_e2a","FO2016_e2a_5","166","boulder",0,"New",2,1650,"Include"
"FO2016_e2a","FO2016_e2a_5","167","christmas",0,"New",1,1714,"Include"
"FO2016_e2a","FO2016_e2a_5","168","garden",1,"Silent",4,1354,"Include"
"FO2016_e2a","FO2016_e2a_5","169","jury",1,"Silent",5,1378,"Include"
"FO2016_e2a","FO2016_e2a_5","170","party",0,"New",2,1562,"Include"
"FO2016_e2a","FO2016_e2a_5","171","car",1,"Aloud",1,1010,"Include"
"FO2016_e2a","FO2016_e2a_5","172","moral",0,"New",2,2810,"Include"
"FO2016_e2a","FO2016_e2a_5","173","link",1,"Aloud",4,1842,"Include"
"FO2016_e2a","FO2016_e2a_5","174","corner",1,"Silent",4,1314,"Include"
"FO2016_e2a","FO2016_e2a_5","175","oven",1,"Silent",2,2586,"Include"
"FO2016_e2a","FO2016_e2a_5","176","physician",1,"Aloud",6,2114,"Include"
"FO2016_e2a","FO2016_e2a_5","177","science",1,"Silent",2,1450,"Include"
"FO2016_e2a","FO2016_e2a_5","178","horse",0,"New",2,3298,"Include"
"FO2016_e2a","FO2016_e2a_5","179","cellar",1,"Silent",6,1362,"Include"
"FO2016_e2a","FO2016_e2a_5","180","book",0,"New",3,2034,"Include"
"FO2016_e2a","FO2016_e2a_5","181","folly",0,"New",1,1370,"Include"
"FO2016_e2a","FO2016_e2a_5","182","wife",0,"New",1,1466,"Include"
"FO2016_e2a","FO2016_e2a_5","183","bosom",1,"Aloud",6,1490,"Include"
"FO2016_e2a","FO2016_e2a_5","184","butterfly",0,"New",1,2076,"Include"
"FO2016_e2a","FO2016_e2a_5","185","tribute",0,"New",2,1594,"Include"
"FO2016_e2a","FO2016_e2a_5","186","welfare",1,"Silent",6,1258,"Include"
"FO2016_e2a","FO2016_e2a_5","187","situation",0,"New",2,3850,"Include"
"FO2016_e2a","FO2016_e2a_5","188","person",0,"New",1,1466,"Include"
"FO2016_e2a","FO2016_e2a_5","189","slave",1,"Aloud",6,1338,"Include"
"FO2016_e2a","FO2016_e2a_5","190","joke",0,"New",3,2050,"Include"
"FO2016_e2a","FO2016_e2a_5","191","star",1,"Aloud",2,3682,"Include"
"FO2016_e2a","FO2016_e2a_5","192","meeting",1,"Aloud",4,1362,"Include"
"FO2016_e2a","FO2016_e2a_5","193","reflection",1,"Silent",3,1690,"Include"
"FO2016_e2a","FO2016_e2a_5","194","butter",1,"Silent",5,1250,"Include"
"FO2016_e2a","FO2016_e2a_5","195","door",1,"Silent",3,1466,"Include"
"FO2016_e2a","FO2016_e2a_5","196","competition",0,"New",4,2154,"Include"
"FO2016_e2a","FO2016_e2a_5","197","brain",0,"New",2,2474,"Include"
"FO2016_e2a","FO2016_e2a_5","198","leader",0,"New",4,7082,"Include"
"FO2016_e2a","FO2016_e2a_5","199","marriage",1,"Aloud",5,1458,"Include"
"FO2016_e2a","FO2016_e2a_5","200","prayer",0,"New",1,2146,"Include"
"FO2016_e2a","FO2016_e2a_5","201","grandmother",0,"New",1,2082,"Include"
"FO2016_e2a","FO2016_e2a_5","202","forest",1,"Aloud",2,2066,"Include"
"FO2016_e2a","FO2016_e2a_5","204","justice",0,"New",5,1098,"Include"
"FO2016_e2a","FO2016_e2a_5","205","deed",1,"Silent",3,1194,"Include"
"FO2016_e2a","FO2016_e2a_5","206","hatred",0,"New",1,1474,"Include"
"FO2016_e2a","FO2016_e2a_5","207","toast",1,"Aloud",3,3274,"Include"
"FO2016_e2a","FO2016_e2a_5","208","woods",1,"Silent",4,1522,"Include"
"FO2016_e2a","FO2016_e2a_5","209","instance",1,"Silent",3,3634,"Include"
"FO2016_e2a","FO2016_e2a_5","210","charm",0,"New",5,1386,"Include"
"FO2016_e2a","FO2016_e2a_5","211","prison",0,"New",3,4149,"Include"
"FO2016_e2a","FO2016_e2a_5","212","tower",1,"Aloud",3,3090,"Include"
"FO2016_e2a","FO2016_e2a_5","213","duty",0,"New",3,5994,"Include"
"FO2016_e2a","FO2016_e2a_5","214","headquarters",1,"Aloud",1,1178,"Include"
"FO2016_e2a","FO2016_e2a_5","215","priest",0,"New",4,2546,"Include"
"FO2016_e2a","FO2016_e2a_5","216","trouble",1,"Silent",3,2434,"Include"
"FO2016_e2a","FO2016_e2a_5","217","wheat",0,"New",3,1442,"Include"
"FO2016_e2a","FO2016_e2a_5","218","chin",0,"New",3,1634,"Include"
"FO2016_e2a","FO2016_e2a_5","219","monarch",0,"New",2,1522,"Include"
"FO2016_e2a","FO2016_e2a_5","220","pupil",1,"Aloud",5,1402,"Include"
"FO2016_e2a","FO2016_e2a_5","221","poetry",0,"New",2,4202,"Include"
"FO2016_e2a","FO2016_e2a_5","222","confidence",1,"Silent",4,1290,"Include"
"FO2016_e2a","FO2016_e2a_5","223","fork",0,"New",3,1394,"Include"
"FO2016_e2a","FO2016_e2a_5","224","necessity",1,"Silent",5,1218,"Include"
"FO2016_e2a","FO2016_e2a_5","225","iron",1,"Silent",4,1186,"Include"
"FO2016_e2a","FO2016_e2a_5","226","honour",0,"New",3,1154,"Include"
"FO2016_e2a","FO2016_e2a_5","227","vision",1,"Aloud",2,1418,"Include"
"FO2016_e2a","FO2016_e2a_5","228","animal",1,"Silent",1,4674,"Include"
"FO2016_e2a","FO2016_e2a_5","229","disease",0,"New",2,3682,"Include"
"FO2016_e2a","FO2016_e2a_5","230","robber",1,"Silent",4,1330,"Include"
"FO2016_e2a","FO2016_e2a_5","231","valley",0,"New",3,2410,"Include"
"FO2016_e2a","FO2016_e2a_5","232","harness",0,"New",3,1274,"Include"
"FO2016_e2a","FO2016_e2a_5","233","excuse",0,"New",2,1186,"Include"
"FO2016_e2a","FO2016_e2a_5","234","earth",1,"Silent",1,1322,"Include"
"FO2016_e2a","FO2016_e2a_5","235","frog",0,"New",4,1330,"Include"
"FO2016_e2a","FO2016_e2a_5","236","vapour",1,"Aloud",2,1618,"Include"
"FO2016_e2a","FO2016_e2a_5","237","arm",1,"Silent",1,4754,"Include"
"FO2016_e2a","FO2016_e2a_5","238","material",1,"Silent",4,1290,"Include"
"FO2016_e2a","FO2016_e2a_5","239","slipper",0,"New",1,1290,"Include"
"FO2016_e2a","FO2016_e2a_5","240","wine",1,"Silent",5,1778,"Include"
"FO2016_e2a","FO2016_e2a_6","3","ticket",0,"New",3,2890,"Include"
"FO2016_e2a","FO2016_e2a_6","4","skin",1,"Aloud",3,6410,"Include"
"FO2016_e2a","FO2016_e2a_6","5","prairie",0,"New",1,3466,"Include"
"FO2016_e2a","FO2016_e2a_6","6","money",0,"New",2,1778,"Include"
"FO2016_e2a","FO2016_e2a_6","7","lecture",1,"Silent",6,1618,"Include"
"FO2016_e2a","FO2016_e2a_6","8","slave",0,"New",3,2162,"Include"
"FO2016_e2a","FO2016_e2a_6","9","cellar",1,"Aloud",1,3410,"Include"
"FO2016_e2a","FO2016_e2a_6","10","chin",0,"New",1,1418,"Include"
"FO2016_e2a","FO2016_e2a_6","11","grass",1,"Silent",6,1282,"Include"
"FO2016_e2a","FO2016_e2a_6","12","weapon",1,"Aloud",4,3402,"Include"
"FO2016_e2a","FO2016_e2a_6","13","child",1,"Aloud",6,1466,"Include"
"FO2016_e2a","FO2016_e2a_6","14","virtue",0,"New",4,3242,"Include"
"FO2016_e2a","FO2016_e2a_6","15","car",0,"New",1,1330,"Include"
"FO2016_e2a","FO2016_e2a_6","16","church",1,"Aloud",6,1250,"Include"
"FO2016_e2a","FO2016_e2a_6","17","sea",0,"New",1,1746,"Include"
"FO2016_e2a","FO2016_e2a_6","18","vapour",1,"Silent",4,1490,"Include"
"FO2016_e2a","FO2016_e2a_6","19","prison",1,"Silent",6,1178,"Include"
"FO2016_e2a","FO2016_e2a_6","20","picture",0,"New",2,2162,"Include"
"FO2016_e2a","FO2016_e2a_6","21","ankle",0,"New",1,1138,"Include"
"FO2016_e2a","FO2016_e2a_6","22","moisture",1,"Silent",6,1674,"Include"
"FO2016_e2a","FO2016_e2a_6","23","material",0,"New",2,1866,"Include"
"FO2016_e2a","FO2016_e2a_6","24","steam",1,"Silent",2,1098,"Include"
"FO2016_e2a","FO2016_e2a_6","25","sugar",0,"New",1,946,"Include"
"FO2016_e2a","FO2016_e2a_6","26","trouble",1,"Aloud",6,1146,"Include"
"FO2016_e2a","FO2016_e2a_6","27","array",1,"Silent",6,1930,"Include"
"FO2016_e2a","FO2016_e2a_6","28","harness",0,"New",1,1474,"Include"
"FO2016_e2a","FO2016_e2a_6","29","tribute",0,"New",5,1746,"Include"
"FO2016_e2a","FO2016_e2a_6","30","robber",1,"Aloud",6,1242,"Include"
"FO2016_e2a","FO2016_e2a_6","31","garden",0,"New",5,1234,"Include"
"FO2016_e2a","FO2016_e2a_6","32","captive",0,"New",5,1810,"Include"
"FO2016_e2a","FO2016_e2a_6","33","wife",1,"Silent",6,2674,"Include"
"FO2016_e2a","FO2016_e2a_6","34","creature",0,"New",1,4282,"Include"
"FO2016_e2a","FO2016_e2a_6","35","sky",0,"New",1,1026,"Include"
"FO2016_e2a","FO2016_e2a_6","36","butterfly",1,"Aloud",1,1074,"Include"
"FO2016_e2a","FO2016_e2a_6","37","window",0,"New",4,1818,"Include"
"FO2016_e2a","FO2016_e2a_6","38","mind",0,"New",3,2946,"Include"
"FO2016_e2a","FO2016_e2a_6","39","facility",0,"New",5,2538,"Include"
"FO2016_e2a","FO2016_e2a_6","40","woods",0,"New",2,1274,"Include"
"FO2016_e2a","FO2016_e2a_6","41","assault",0,"New",6,1242,"Include"
"FO2016_e2a","FO2016_e2a_6","42","claw",1,"Silent",6,666,"Include"
"FO2016_e2a","FO2016_e2a_6","43","beaver",0,"New",2,1354,"Include"
"FO2016_e2a","FO2016_e2a_6","44","lake",0,"New",2,1282,"Include"
"FO2016_e2a","FO2016_e2a_6","45","chance",1,"Silent",1,1762,"Include"
"FO2016_e2a","FO2016_e2a_6","46","brain",0,"New",1,2434,"Include"
"FO2016_e2a","FO2016_e2a_6","47","law",1,"Silent",6,1170,"Include"
"FO2016_e2a","FO2016_e2a_6","48","revolt",1,"Silent",6,746,"Include"
"FO2016_e2a","FO2016_e2a_6","49","chair",1,"Aloud",6,554,"Include"
"FO2016_e2a","FO2016_e2a_6","50","nephew",0,"New",2,2258,"Include"
"FO2016_e2a","FO2016_e2a_6","51","conquest",0,"New",4,1466,"Include"
"FO2016_e2a","FO2016_e2a_6","52","fowl",1,"Aloud",6,1162,"Include"
"FO2016_e2a","FO2016_e2a_6","53","sensation",0,"New",4,1834,"Include"
"FO2016_e2a","FO2016_e2a_6","54","person",1,"Silent",2,1578,"Include"
"FO2016_e2a","FO2016_e2a_6","55","party",0,"New",1,1098,"Include"
"FO2016_e2a","FO2016_e2a_6","56","artist",1,"Silent",6,1226,"Include"
"FO2016_e2a","FO2016_e2a_6","57","mercy",1,"Silent",6,921,"Include"
"FO2016_e2a","FO2016_e2a_6","58","beggar",0,"New",4,1498,"Include"
"FO2016_e2a","FO2016_e2a_6","59","length",0,"New",2,1362,"Include"
"FO2016_e2a","FO2016_e2a_6","60","custom",0,"New",3,1346,"Include"
"FO2016_e2a","FO2016_e2a_6","61","disaster",0,"New",1,3010,"Include"
"FO2016_e2a","FO2016_e2a_6","62","storm",0,"New",1,1802,"Include"
"FO2016_e2a","FO2016_e2a_6","63","costume",0,"New",1,1658,"Include"
"FO2016_e2a","FO2016_e2a_6","64","dirt",1,"Aloud",5,2042,"Include"
"FO2016_e2a","FO2016_e2a_6","65","vegetable",1,"Silent",6,1106,"Include"
"FO2016_e2a","FO2016_e2a_6","66","love",1,"Aloud",6,714,"Include"
"FO2016_e2a","FO2016_e2a_6","67","intellect",1,"Silent",5,2106,"Include"
"FO2016_e2a","FO2016_e2a_6","68","hope",0,"New",3,2034,"Include"
"FO2016_e2a","FO2016_e2a_6","69","ability",0,"New",5,1650,"Include"
"FO2016_e2a","FO2016_e2a_6","70","scarlet",0,"New",1,1381,"Include"
"FO2016_e2a","FO2016_e2a_6","71","army",1,"Aloud",5,1210,"Include"
"FO2016_e2a","FO2016_e2a_6","72","moral",1,"Silent",6,954,"Include"
"FO2016_e2a","FO2016_e2a_6","73","butter",1,"Aloud",6,714,"Include"
"FO2016_e2a","FO2016_e2a_6","74","forest",1,"Silent",5,1370,"Include"
"FO2016_e2a","FO2016_e2a_6","75","direction",1,"Silent",4,3658,"Include"
"FO2016_e2a","FO2016_e2a_6","76","institute",0,"New",6,1250,"Include"
"FO2016_e2a","FO2016_e2a_6","77","link",1,"Silent",1,1474,"Include"
"FO2016_e2a","FO2016_e2a_6","78","fisherman",0,"New",1,1074,"Include"
"FO2016_e2a","FO2016_e2a_6","79","affection",1,"Silent",2,1370,"Include"
"FO2016_e2a","FO2016_e2a_6","80","fire",0,"New",1,1186,"Include"
"FO2016_e2a","FO2016_e2a_6","81","elephant",0,"New",1,810,"Include"
"FO2016_e2a","FO2016_e2a_6","82","menace",1,"Silent",6,1482,"Include"
"FO2016_e2a","FO2016_e2a_6","83","lark",0,"New",3,1450,"Include"
"FO2016_e2a","FO2016_e2a_6","84","headquarters",0,"New",1,1058,"Include"
"FO2016_e2a","FO2016_e2a_6","85","joke",0,"New",1,762,"Include"
"FO2016_e2a","FO2016_e2a_6","86","attitude",0,"New",5,1314,"Include"
"FO2016_e2a","FO2016_e2a_6","87","anxiety",0,"New",2,1306,"Include"
"FO2016_e2a","FO2016_e2a_6","88","king",0,"New",1,1010,"Include"
"FO2016_e2a","FO2016_e2a_6","89","clock",1,"Aloud",4,2346,"Include"
"FO2016_e2a","FO2016_e2a_6","90","iron",0,"New",2,2906,"Include"
"FO2016_e2a","FO2016_e2a_6","91","vessel",0,"New",2,2186,"Include"
"FO2016_e2a","FO2016_e2a_6","92","banker",1,"Aloud",6,1218,"Include"
"FO2016_e2a","FO2016_e2a_6","93","wheat",0,"New",4,2490,"Include"
"FO2016_e2a","FO2016_e2a_6","94","glory",0,"New",3,1802,"Include"
"FO2016_e2a","FO2016_e2a_6","95","honour",0,"New",5,1426,"Include"
"FO2016_e2a","FO2016_e2a_6","96","wine",0,"New",2,1266,"Include"
"FO2016_e2a","FO2016_e2a_6","97","death",1,"Silent",5,4130,"Include"
