"exp","id","trial","item","isold","condition1","rating","RT","excluding"
"FO2016_e2a","FO2016_e2a_2","94","king",1,"Aloud",6,1202,"Include"
"FO2016_e2a","FO2016_e2a_2","95","queen",0,"New",2,1434,"Include"
"FO2016_e2a","FO2016_e2a_2","96","convention",0,"New",2,1098,"Include"
"FO2016_e2a","FO2016_e2a_2","97","butterfly",0,"New",2,7690,"Include"
"FO2016_e2a","FO2016_e2a_2","98","master",1,"Aloud",3,1282,"Include"
"FO2016_e2a","FO2016_e2a_2","99","jury",1,"Aloud",5,2146,"Include"
"FO2016_e2a","FO2016_e2a_2","100","appearance",0,"New",4,4946,"Include"
"FO2016_e2a","FO2016_e2a_2","101","rock",1,"Silent",2,1138,"Include"
"FO2016_e2a","FO2016_e2a_2","102","meeting",0,"New",2,1674,"Include"
"FO2016_e2a","FO2016_e2a_2","103","moment",1,"Aloud",3,4386,"Include"
"FO2016_e2a","FO2016_e2a_2","104","item",1,"Silent",3,2130,"Include"
"FO2016_e2a","FO2016_e2a_2","105","circuit",1,"Silent",3,1402,"Include"
"FO2016_e2a","FO2016_e2a_2","106","nephew",0,"New",1,1250,"Include"
"FO2016_e2a","FO2016_e2a_2","107","ambassador",1,"Aloud",5,2346,"Include"
"FO2016_e2a","FO2016_e2a_2","108","library",1,"Silent",4,2378,"Include"
"FO2016_e2a","FO2016_e2a_2","109","metal",1,"Silent",4,2050,"Include"
"FO2016_e2a","FO2016_e2a_2","110","robber",1,"Silent",5,3154,"Include"
"FO2016_e2a","FO2016_e2a_2","111","excuse",1,"Silent",2,3306,"Include"
"FO2016_e2a","FO2016_e2a_2","112","sunset",0,"New",1,1354,"Include"
"FO2016_e2a","FO2016_e2a_2","113","woods",0,"New",2,1010,"Include"
"FO2016_e2a","FO2016_e2a_2","114","form",1,"Aloud",2,1246,"Include"
"FO2016_e2a","FO2016_e2a_2","115","weapon",1,"Silent",2,930,"Include"
"FO2016_e2a","FO2016_e2a_2","116","boss",1,"Silent",2,930,"Include"
"FO2016_e2a","FO2016_e2a_2","117","code",1,"Aloud",6,1890,"Include"
"FO2016_e2a","FO2016_e2a_2","118","duty",0,"New",5,2946,"Include"
"FO2016_e2a","FO2016_e2a_2","119","fowl",0,"New",1,1282,"Include"
"FO2016_e2a","FO2016_e2a_2","120","toast",0,"New",2,2290,"Include"
"FO2016_e2a","FO2016_e2a_2","121","intellect",1,"Silent",2,1930,"Include"
"FO2016_e2a","FO2016_e2a_2","122","assault",1,"Silent",2,4290,"Include"
"FO2016_e2a","FO2016_e2a_2","123","sea",1,"Aloud",6,1162,"Include"
"FO2016_e2a","FO2016_e2a_2","124","camp",0,"New",3,1634,"Include"
"FO2016_e2a","FO2016_e2a_2","125","banker",1,"Aloud",4,3714,"Include"
"FO2016_e2a","FO2016_e2a_2","126","disease",1,"Silent",3,1930,"Include"
"FO2016_e2a","FO2016_e2a_2","127","instance",0,"New",4,2978,"Include"
"FO2016_e2a","FO2016_e2a_2","128","drama",0,"New",1,1866,"Include"
"FO2016_e2a","FO2016_e2a_2","129","wheat",0,"New",2,3186,"Include"
"FO2016_e2a","FO2016_e2a_2","130","bosom",1,"Aloud",6,1530,"Include"
"FO2016_e2a","FO2016_e2a_2","131","clock",0,"New",4,1826,"Include"
"FO2016_e2a","FO2016_e2a_2","132","deed",0,"New",2,1082,"Include"
"FO2016_e2a","FO2016_e2a_2","133","attribute",0,"New",5,1946,"Include"
"FO2016_e2a","FO2016_e2a_2","134","animal",0,"New",2,1082,"Include"
"FO2016_e2a","FO2016_e2a_2","135","direction",0,"New",2,1434,"Include"
"FO2016_e2a","FO2016_e2a_2","136","harness",0,"New",3,3514,"Include"
"FO2016_e2a","FO2016_e2a_2","137","scarlet",0,"New",2,1138,"Include"
"FO2016_e2a","FO2016_e2a_2","138","vapour",1,"Silent",2,2010,"Include"
"FO2016_e2a","FO2016_e2a_2","139","railroad",0,"New",2,946,"Include"
"FO2016_e2a","FO2016_e2a_2","140","sulphur",0,"New",2,1946,"Include"
"FO2016_e2a","FO2016_e2a_2","141","dirt",1,"Aloud",6,2674,"Include"
"FO2016_e2a","FO2016_e2a_2","142","rod",0,"New",3,1650,"Include"
"FO2016_e2a","FO2016_e2a_2","143","jail",1,"Aloud",6,1650,"Include"
"FO2016_e2a","FO2016_e2a_2","144","procession",1,"Silent",3,2878,"Include"
"FO2016_e2a","FO2016_e2a_2","145","beaver",1,"Aloud",6,1026,"Include"
"FO2016_e2a","FO2016_e2a_2","146","vanity",1,"Aloud",6,994,"Include"
"FO2016_e2a","FO2016_e2a_2","147","shadow",1,"Aloud",6,1530,"Include"
"FO2016_e2a","FO2016_e2a_2","148","disaster",0,"New",2,1314,"Include"
"FO2016_e2a","FO2016_e2a_2","149","impulse",0,"New",2,1514,"Include"
"FO2016_e2a","FO2016_e2a_2","150","sugar",0,"New",2,1418,"Include"
"FO2016_e2a","FO2016_e2a_2","151","iron",0,"New",3,2338,"Include"
"FO2016_e2a","FO2016_e2a_2","152","settler",0,"New",3,2290,"Include"
"FO2016_e2a","FO2016_e2a_2","153","captive",1,"Silent",4,2946,"Include"
"FO2016_e2a","FO2016_e2a_2","154","victim",1,"Aloud",4,2250,"Include"
"FO2016_e2a","FO2016_e2a_2","155","tomb",0,"New",1,1554,"Include"
"FO2016_e2a","FO2016_e2a_2","156","claw",0,"New",2,1200,"Include"
"FO2016_e2a","FO2016_e2a_2","157","bowl",1,"Aloud",2,706,"Include"
"FO2016_e2a","FO2016_e2a_2","158","capacity",1,"Silent",3,2010,"Include"
"FO2016_e2a","FO2016_e2a_2","159","goddess",0,"New",1,1170,"Include"
"FO2016_e2a","FO2016_e2a_2","160","misery",1,"Silent",2,1010,"Include"
"FO2016_e2a","FO2016_e2a_2","161","creature",1,"Aloud",4,2306,"Include"
"FO2016_e2a","FO2016_e2a_2","162","ability",1,"Aloud",4,2314,"Include"
"FO2016_e2a","FO2016_e2a_2","163","sickness",0,"New",2,1946,"Include"
"FO2016_e2a","FO2016_e2a_2","164","anxiety",0,"New",1,1306,"Include"
"FO2016_e2a","FO2016_e2a_2","165","ankle",0,"New",2,1194,"Include"
"FO2016_e2a","FO2016_e2a_2","166","custom",0,"New",2,2282,"Include"
"FO2016_e2a","FO2016_e2a_2","167","mercy",0,"New",2,730,"Include"
"FO2016_e2a","FO2016_e2a_2","168","necessity",1,"Aloud",4,3426,"Include"
"FO2016_e2a","FO2016_e2a_2","169","inhabitant",0,"New",1,1642,"Include"
"FO2016_e2a","FO2016_e2a_2","170","fork",1,"Silent",4,2066,"Include"
"FO2016_e2a","FO2016_e2a_2","171","substitute",0,"New",3,1738,"Include"
"FO2016_e2a","FO2016_e2a_2","172","grandmother",1,"Aloud",6,2794,"Include"
"FO2016_e2a","FO2016_e2a_2","173","door",1,"Aloud",3,1914,"Include"
"FO2016_e2a","FO2016_e2a_2","174","ocean",0,"New",2,2194,"Include"
"FO2016_e2a","FO2016_e2a_2","175","prison",0,"New",4,2762,"Include"
"FO2016_e2a","FO2016_e2a_2","176","butter",1,"Aloud",6,1178,"Include"
"FO2016_e2a","FO2016_e2a_2","177","murder",0,"New",2,1436,"Include"
"FO2016_e2a","FO2016_e2a_2","178","tribute",1,"Aloud",4,2098,"Include"
"FO2016_e2a","FO2016_e2a_2","179","institute",0,"New",3,5138,"Include"
"FO2016_e2a","FO2016_e2a_2","180","folly",1,"Silent",2,4842,"Include"
"FO2016_e2a","FO2016_e2a_2","181","money",1,"Aloud",2,1130,"Include"
"FO2016_e2a","FO2016_e2a_2","182","vision",1,"Silent",2,1994,"Include"
"FO2016_e2a","FO2016_e2a_2","183","picture",0,"New",2,882,"Include"
"FO2016_e2a","FO2016_e2a_2","184","sky",0,"New",3,1842,"Include"
"FO2016_e2a","FO2016_e2a_2","185","effort",0,"New",3,1098,"Include"
"FO2016_e2a","FO2016_e2a_2","186","decree",1,"Silent",2,1666,"Include"
"FO2016_e2a","FO2016_e2a_2","187","stone",0,"New",2,1362,"Include"
"FO2016_e2a","FO2016_e2a_2","188","costume",0,"New",3,1322,"Include"
"FO2016_e2a","FO2016_e2a_2","189","majority",0,"New",3,1450,"Include"
"FO2016_e2a","FO2016_e2a_2","190","contents",1,"Silent",3,1034,"Include"
"FO2016_e2a","FO2016_e2a_2","191","series",1,"Silent",3,786,"Include"
"FO2016_e2a","FO2016_e2a_2","192","oven",0,"New",2,1578,"Include"
"FO2016_e2a","FO2016_e2a_2","193","moss",0,"New",3,1906,"Include"
"FO2016_e2a","FO2016_e2a_2","194","soil",0,"New",4,1322,"Include"
"FO2016_e2a","FO2016_e2a_2","195","quality",1,"Aloud",3,2874,"Include"
"FO2016_e2a","FO2016_e2a_2","196","moral",1,"Aloud",6,4554,"Include"
"FO2016_e2a","FO2016_e2a_2","197","situation",0,"New",4,5386,"Include"
"FO2016_e2a","FO2016_e2a_2","198","conquest",0,"New",3,5146,"Include"
"FO2016_e2a","FO2016_e2a_2","199","monarch",0,"New",2,1162,"Include"
"FO2016_e2a","FO2016_e2a_2","200","trouble",0,"New",3,1066,"Include"
"FO2016_e2a","FO2016_e2a_2","201","material",0,"New",3,2018,"Include"
"FO2016_e2a","FO2016_e2a_2","202","priest",0,"New",3,1858,"Include"
"FO2016_e2a","FO2016_e2a_2","203","skin",0,"New",3,722,"Include"
"FO2016_e2a","FO2016_e2a_2","204","plain",0,"New",3,914,"Include"
"FO2016_e2a","FO2016_e2a_2","205","leader",1,"Silent",3,898,"Include"
"FO2016_e2a","FO2016_e2a_2","206","artist",0,"New",2,5274,"Include"
"FO2016_e2a","FO2016_e2a_2","207","grass",0,"New",2,986,"Include"
"FO2016_e2a","FO2016_e2a_2","208","valley",0,"New",2,866,"Include"
"FO2016_e2a","FO2016_e2a_2","209","garden",1,"Silent",4,1986,"Include"
"FO2016_e2a","FO2016_e2a_2","210","confidence",1,"Aloud",6,1450,"Include"
"FO2016_e2a","FO2016_e2a_2","211","forest",0,"New",2,2050,"Include"
"FO2016_e2a","FO2016_e2a_2","212","prayer",1,"Silent",3,1850,"Include"
"FO2016_e2a","FO2016_e2a_2","213","moisture",0,"New",1,2242,"Include"
"FO2016_e2a","FO2016_e2a_2","214","arm",1,"Silent",4,2042,"Include"
"FO2016_e2a","FO2016_e2a_2","215","lark",1,"Silent",2,1810,"Include"
"FO2016_e2a","FO2016_e2a_2","216","ticket",1,"Silent",3,2194,"Include"
"FO2016_e2a","FO2016_e2a_2","217","steam",1,"Aloud",4,1290,"Include"
"FO2016_e2a","FO2016_e2a_2","218","boulder",0,"New",2,1074,"Include"
"FO2016_e2a","FO2016_e2a_2","219","storm",0,"New",3,1946,"Include"
"FO2016_e2a","FO2016_e2a_2","220","hope",1,"Aloud",6,1834,"Include"
"FO2016_e2a","FO2016_e2a_2","221","welfare",0,"New",2,1802,"Include"
"FO2016_e2a","FO2016_e2a_2","222","corner",0,"New",3,2298,"Include"
"FO2016_e2a","FO2016_e2a_2","223","gentleman",0,"New",1,1594,"Include"
"FO2016_e2a","FO2016_e2a_2","224","product",1,"Aloud",4,1658,"Include"
"FO2016_e2a","FO2016_e2a_2","225","grief",1,"Aloud",6,1394,"Include"
"FO2016_e2a","FO2016_e2a_2","226","thief",1,"Aloud",6,1330,"Include"
"FO2016_e2a","FO2016_e2a_2","227","colony",0,"New",3,2370,"Include"
"FO2016_e2a","FO2016_e2a_2","228","elephant",0,"New",2,1802,"Include"
"FO2016_e2a","FO2016_e2a_2","229","length",1,"Aloud",3,1794,"Include"
"FO2016_e2a","FO2016_e2a_2","230","glory",1,"Silent",4,2186,"Include"
"FO2016_e2a","FO2016_e2a_2","231","window",0,"New",4,1538,"Include"
"FO2016_e2a","FO2016_e2a_2","232","nail",1,"Aloud",4,1010,"Include"
"FO2016_e2a","FO2016_e2a_2","233","attitude",0,"New",4,3013,"Include"
"FO2016_e2a","FO2016_e2a_2","234","charter",0,"New",2,1658,"Include"
"FO2016_e2a","FO2016_e2a_2","235","warmth",0,"New",3,3186,"Include"
"FO2016_e2a","FO2016_e2a_2","236","beggar",0,"New",3,2410,"Include"
"FO2016_e2a","FO2016_e2a_2","237","mind",1,"Silent",4,2146,"Include"
"FO2016_e2a","FO2016_e2a_2","238","tower",0,"New",2,970,"Include"
"FO2016_e2a","FO2016_e2a_2","239","star",0,"New",3,1690,"Include"
"FO2016_e2a","FO2016_e2a_2","240","attendant",0,"New",5,2162,"Include"
"FO2016_e2a","FO2016_e2a_3","2","product",1,"Silent",6,4538,"Include"
"FO2016_e2a","FO2016_e2a_3","3","instance",1,"Aloud",6,2938,"Include"
"FO2016_e2a","FO2016_e2a_3","4","substitute",1,"Aloud",6,970,"Include"
"FO2016_e2a","FO2016_e2a_3","5","honour",1,"Silent",6,1074,"Include"
"FO2016_e2a","FO2016_e2a_3","6","wine",0,"New",4,3170,"Include"
"FO2016_e2a","FO2016_e2a_3","7","forest",1,"Aloud",6,2754,"Include"
"FO2016_e2a","FO2016_e2a_3","8","necessity",0,"New",2,3114,"Include"
"FO2016_e2a","FO2016_e2a_3","9","hammer",0,"New",4,7234,"Include"
"FO2016_e2a","FO2016_e2a_3","10","animal",1,"Aloud",1,2522,"Include"
"FO2016_e2a","FO2016_e2a_3","11","fisherman",1,"Aloud",2,2146,"Include"
"FO2016_e2a","FO2016_e2a_3","12","interest",0,"New",4,3474,"Include"
"FO2016_e2a","FO2016_e2a_3","13","sky",1,"Aloud",2,1826,"Include"
"FO2016_e2a","FO2016_e2a_3","14","oven",1,"Silent",3,1674,"Include"
"FO2016_e2a","FO2016_e2a_3","15","money",1,"Aloud",4,1778,"Include"
"FO2016_e2a","FO2016_e2a_3","16","diamond",0,"New",1,1618,"Include"
"FO2016_e2a","FO2016_e2a_3","17","jury",1,"Aloud",6,2226,"Include"
"FO2016_e2a","FO2016_e2a_3","18","poetry",1,"Silent",6,1682,"Include"
"FO2016_e2a","FO2016_e2a_3","19","butterfly",0,"New",3,2274,"Include"
"FO2016_e2a","FO2016_e2a_3","20","sickness",0,"New",2,1802,"Include"
"FO2016_e2a","FO2016_e2a_3","21","vanity",0,"New",3,1722,"Include"
"FO2016_e2a","FO2016_e2a_3","22","series",0,"New",1,1850,"Include"
"FO2016_e2a","FO2016_e2a_3","23","ocean",1,"Aloud",2,834,"Include"
"FO2016_e2a","FO2016_e2a_3","24","library",1,"Silent",3,2146,"Include"
"FO2016_e2a","FO2016_e2a_3","25","child",0,"New",3,1338,"Include"
"FO2016_e2a","FO2016_e2a_3","26","car",1,"Aloud",5,2426,"Include"
"FO2016_e2a","FO2016_e2a_3","27","amount",0,"New",4,5194,"Include"
"FO2016_e2a","FO2016_e2a_3","28","intellect",1,"Silent",3,1586,"Include"
"FO2016_e2a","FO2016_e2a_3","29","grief",0,"New",2,1218,"Include"
"FO2016_e2a","FO2016_e2a_3","30","excuse",1,"Silent",5,1802,"Include"
"FO2016_e2a","FO2016_e2a_3","31","revolt",0,"New",2,3874,"Include"
"FO2016_e2a","FO2016_e2a_3","32","oxygen",0,"New",3,1218,"Include"
"FO2016_e2a","FO2016_e2a_3","33","warmth",1,"Aloud",5,3386,"Include"
"FO2016_e2a","FO2016_e2a_3","34","storm",1,"Aloud",5,1954,"Include"
"FO2016_e2a","FO2016_e2a_3","35","slipper",1,"Silent",3,2226,"Include"
"FO2016_e2a","FO2016_e2a_3","36","sunset",0,"New",2,1458,"Include"
"FO2016_e2a","FO2016_e2a_3","37","wife",0,"New",2,2698,"Include"
"FO2016_e2a","FO2016_e2a_3","38","inhabitant",0,"New",3,2178,"Include"
"FO2016_e2a","FO2016_e2a_3","39","elephant",1,"Silent",3,1170,"Include"
"FO2016_e2a","FO2016_e2a_3","40","cat",0,"New",2,1106,"Include"
"FO2016_e2a","FO2016_e2a_3","41","murder",1,"Aloud",5,2050,"Include"
"FO2016_e2a","FO2016_e2a_3","42","length",1,"Aloud",6,1826,"Include"
"FO2016_e2a","FO2016_e2a_3","43","virtue",0,"New",3,1738,"Include"
"FO2016_e2a","FO2016_e2a_3","44","frog",1,"Silent",2,1970,"Include"
"FO2016_e2a","FO2016_e2a_3","45","rock",0,"New",4,2306,"Include"
"FO2016_e2a","FO2016_e2a_3","46","thorn",1,"Aloud",4,1210,"Include"
"FO2016_e2a","FO2016_e2a_3","47","sea",0,"New",3,1394,"Include"
"FO2016_e2a","FO2016_e2a_3","48","menace",1,"Silent",5,1714,"Include"
"FO2016_e2a","FO2016_e2a_3","49","item",1,"Aloud",5,1250,"Include"
"FO2016_e2a","FO2016_e2a_3","50","nail",1,"Aloud",2,874,"Include"
"FO2016_e2a","FO2016_e2a_3","51","mercy",1,"Silent",6,1066,"Include"
"FO2016_e2a","FO2016_e2a_3","52","star",0,"New",3,1042,"Include"
"FO2016_e2a","FO2016_e2a_3","53","city",0,"New",3,834,"Include"
"FO2016_e2a","FO2016_e2a_3","54","beggar",1,"Aloud",6,1162,"Include"
"FO2016_e2a","FO2016_e2a_3","55","weapon",1,"Silent",6,2434,"Include"
"FO2016_e2a","FO2016_e2a_3","57","effort",1,"Aloud",3,1170,"Include"
"FO2016_e2a","FO2016_e2a_3","58","tobacco",0,"New",2,2010,"Include"
"FO2016_e2a","FO2016_e2a_3","59","majority",1,"Silent",4,1954,"Include"
"FO2016_e2a","FO2016_e2a_3","60","beaver",0,"New",1,1762,"Include"
"FO2016_e2a","FO2016_e2a_3","61","tablespoon",1,"Aloud",6,1970,"Include"
"FO2016_e2a","FO2016_e2a_3","62","sugar",1,"Aloud",4,1930,"Include"
"FO2016_e2a","FO2016_e2a_3","63","physician",0,"New",3,1474,"Include"
"FO2016_e2a","FO2016_e2a_3","64","moral",0,"New",2,1338,"Include"
"FO2016_e2a","FO2016_e2a_3","65","tribute",1,"Aloud",5,1666,"Include"
"FO2016_e2a","FO2016_e2a_3","66","marriage",1,"Silent",6,892,"Include"
"FO2016_e2a","FO2016_e2a_3","67","joke",1,"Silent",2,2770,"Include"
"FO2016_e2a","FO2016_e2a_3","68","atmosphere",0,"New",2,2618,"Include"
"FO2016_e2a","FO2016_e2a_3","69","clock",0,"New",2,1970,"Include"
"FO2016_e2a","FO2016_e2a_3","70","goddess",1,"Silent",5,1530,"Include"
"FO2016_e2a","FO2016_e2a_3","71","grass",1,"Aloud",2,890,"Include"
"FO2016_e2a","FO2016_e2a_3","72","master",0,"New",3,3026,"Include"
"FO2016_e2a","FO2016_e2a_3","73","boulder",0,"New",4,962,"Include"
"FO2016_e2a","FO2016_e2a_3","74","cellar",1,"Aloud",4,2426,"Include"
"FO2016_e2a","FO2016_e2a_3","75","anxiety",0,"New",2,1530,"Include"
"FO2016_e2a","FO2016_e2a_3","76","garden",0,"New",3,2530,"Include"
"FO2016_e2a","FO2016_e2a_3","77","welfare",1,"Silent",6,1346,"Include"
"FO2016_e2a","FO2016_e2a_3","78","gentleman",1,"Silent",6,970,"Include"
"FO2016_e2a","FO2016_e2a_3","79","hope",0,"New",1,1530,"Include"
"FO2016_e2a","FO2016_e2a_3","80","convention",0,"New",3,1490,"Include"
"FO2016_e2a","FO2016_e2a_3","82","victim",0,"New",3,762,"Include"
"FO2016_e2a","FO2016_e2a_3","83","air",1,"Silent",2,1034,"Include"
"FO2016_e2a","FO2016_e2a_3","84","competition",1,"Silent",5,1082,"Include"
"FO2016_e2a","FO2016_e2a_3","85","valley",0,"New",2,802,"Include"
"FO2016_e2a","FO2016_e2a_3","86","capacity",0,"New",3,3282,"Include"
"FO2016_e2a","FO2016_e2a_3","87","tomb",0,"New",2,650,"Include"
"FO2016_e2a","FO2016_e2a_3","88","fox",0,"New",2,714,"Include"
"FO2016_e2a","FO2016_e2a_3","89","reflection",0,"New",3,650,"Include"
"FO2016_e2a","FO2016_e2a_3","90","railroad",0,"New",2,722,"Include"
"FO2016_e2a","FO2016_e2a_3","91","material",0,"New",3,2866,"Include"
"FO2016_e2a","FO2016_e2a_3","92","dirt",0,"New",2,1906,"Include"
"FO2016_e2a","FO2016_e2a_3","93","book",0,"New",2,634,"Include"
"FO2016_e2a","FO2016_e2a_3","94","vapour",0,"New",2,794,"Include"
"FO2016_e2a","FO2016_e2a_3","95","leader",1,"Silent",3,3578,"Include"
"FO2016_e2a","FO2016_e2a_3","96","scarlet",0,"New",3,1754,"Include"
"FO2016_e2a","FO2016_e2a_3","97","comparison",0,"New",3,2818,"Include"
"FO2016_e2a","FO2016_e2a_3","98","cash",1,"Silent",3,2090,"Include"
"FO2016_e2a","FO2016_e2a_3","99","sensation",0,"New",2,1322,"Include"
"FO2016_e2a","FO2016_e2a_3","100","disaster",0,"New",3,842,"Include"
"FO2016_e2a","FO2016_e2a_3","101","baby",0,"New",3,666,"Include"
"FO2016_e2a","FO2016_e2a_3","102","hatred",1,"Aloud",3,994,"Include"
"FO2016_e2a","FO2016_e2a_3","103","institute",1,"Silent",3,1466,"Include"
"FO2016_e2a","FO2016_e2a_3","104","skin",1,"Silent",3,562,"Include"
"FO2016_e2a","FO2016_e2a_3","105","prison",1,"Silent",3,3402,"Include"
"FO2016_e2a","FO2016_e2a_3","106","claw",0,"New",3,674,"Include"
"FO2016_e2a","FO2016_e2a_3","107","stone",1,"Silent",3,4898,"Include"
"FO2016_e2a","FO2016_e2a_3","108","code",0,"New",3,674,"Include"
"FO2016_e2a","FO2016_e2a_3","109","hint",0,"New",3,2898,"Include"
"FO2016_e2a","FO2016_e2a_3","110","pupil",0,"New",3,850,"Include"
"FO2016_e2a","FO2016_e2a_3","111","earth",1,"Aloud",4,2994,"Include"
"FO2016_e2a","FO2016_e2a_3","112","moment",0,"New",3,1186,"Include"
"FO2016_e2a","FO2016_e2a_3","113","glory",0,"New",4,1330,"Include"
"FO2016_e2a","FO2016_e2a_3","114","sovereign",1,"Aloud",5,1834,"Include"
"FO2016_e2a","FO2016_e2a_3","115","christmas",0,"New",2,1194,"Include"
"FO2016_e2a","FO2016_e2a_3","116","lark",1,"Aloud",2,578,"Include"
"FO2016_e2a","FO2016_e2a_3","117","sulphur",1,"Aloud",6,1706,"Include"
"FO2016_e2a","FO2016_e2a_3","118","wheat",0,"New",2,1562,"Include"
"FO2016_e2a","FO2016_e2a_3","119","bosom",1,"Aloud",6,1114,"Include"
"FO2016_e2a","FO2016_e2a_3","120","metal",1,"Aloud",5,3762,"Include"
"FO2016_e2a","FO2016_e2a_3","121","lecture",1,"Aloud",2,1130,"Include"
"FO2016_e2a","FO2016_e2a_3","122","monarch",0,"New",4,2202,"Include"
"FO2016_e2a","FO2016_e2a_3","123","sauce",0,"New",3,930,"Include"
"FO2016_e2a","FO2016_e2a_3","124","chance",1,"Aloud",5,4178,"Include"
"FO2016_e2a","FO2016_e2a_3","125","circuit",0,"New",5,1274,"Include"
"FO2016_e2a","FO2016_e2a_3","126","time",1,"Aloud",3,3314,"Include"
"FO2016_e2a","FO2016_e2a_3","127","committee",0,"New",3,1658,"Include"
"FO2016_e2a","FO2016_e2a_3","128","river",0,"New",3,1794,"Include"
"FO2016_e2a","FO2016_e2a_3","129","link",1,"Silent",3,6954,"Include"
"FO2016_e2a","FO2016_e2a_3","130","misery",0,"New",3,6386,"Include"
"FO2016_e2a","FO2016_e2a_3","131","grandmother",0,"New",3,922,"Include"
"FO2016_e2a","FO2016_e2a_3","132","bowl",1,"Aloud",3,770,"Include"
"FO2016_e2a","FO2016_e2a_3","133","ambassador",1,"Silent",4,1666,"Include"
"FO2016_e2a","FO2016_e2a_3","134","tower",1,"Silent",3,626,"Include"
"FO2016_e2a","FO2016_e2a_3","135","vision",1,"Aloud",2,2450,"Include"
"FO2016_e2a","FO2016_e2a_3","136","disposition",1,"Silent",5,1554,"Include"
"FO2016_e2a","FO2016_e2a_3","137","king",0,"New",2,1042,"Include"
"FO2016_e2a","FO2016_e2a_3","138","appearance",0,"New",3,1154,"Include"
"FO2016_e2a","FO2016_e2a_3","139","cotton",0,"New",2,1722,"Include"
"FO2016_e2a","FO2016_e2a_3","140","decree",1,"Silent",5,1786,"Include"
"FO2016_e2a","FO2016_e2a_3","141","attendant",0,"New",2,890,"Include"
"FO2016_e2a","FO2016_e2a_3","142","quest",0,"New",2,890,"Include"
"FO2016_e2a","FO2016_e2a_3","143","brain",1,"Aloud",2,2394,"Include"
"FO2016_e2a","FO2016_e2a_3","144","shadow",0,"New",3,2402,"Include"
"FO2016_e2a","FO2016_e2a_3","145","headquarters",0,"New",2,890,"Include"
"FO2016_e2a","FO2016_e2a_3","146","boss",1,"Aloud",6,2954,"Include"
"FO2016_e2a","FO2016_e2a_3","147","picture",0,"New",2,746,"Include"
"FO2016_e2a","FO2016_e2a_3","148","nephew",1,"Aloud",6,1242,"Include"
"FO2016_e2a","FO2016_e2a_3","149","toast",0,"New",3,7490,"Include"
"FO2016_e2a","FO2016_e2a_3","150","vegetable",0,"New",2,3034,"Include"
"FO2016_e2a","FO2016_e2a_3","151","spray",1,"Aloud",5,4146,"Include"
"FO2016_e2a","FO2016_e2a_3","152","gallery",0,"New",4,7098,"Include"
"FO2016_e2a","FO2016_e2a_3","153","drama",1,"Silent",4,906,"Include"
"FO2016_e2a","FO2016_e2a_3","154","facility",0,"New",3,6970,"Include"
"FO2016_e2a","FO2016_e2a_3","155","fire",0,"New",3,618,"Include"
"FO2016_e2a","FO2016_e2a_3","156","chair",0,"New",3,730,"Include"
"FO2016_e2a","FO2016_e2a_3","157","contents",1,"Silent",3,618,"Include"
"FO2016_e2a","FO2016_e2a_3","158","situation",1,"Silent",3,2714,"Include"
"FO2016_e2a","FO2016_e2a_3","159","ability",0,"New",3,890,"Include"
"FO2016_e2a","FO2016_e2a_3","161","duty",0,"New",3,618,"Include"
"FO2016_e2a","FO2016_e2a_3","162","person",1,"Silent",3,3610,"Include"
"FO2016_e2a","FO2016_e2a_3","163","vessel",1,"Silent",2,1186,"Include"
"FO2016_e2a","FO2016_e2a_3","164","string",1,"Silent",4,2146,"Include"
"FO2016_e2a","FO2016_e2a_3","165","judge",0,"New",2,1402,"Include"
"FO2016_e2a","FO2016_e2a_3","166","rod",1,"Aloud",2,2082,"Include"
"FO2016_e2a","FO2016_e2a_3","167","harness",1,"Aloud",5,1842,"Include"
"FO2016_e2a","FO2016_e2a_3","168","soil",0,"New",2,682,"Include"
"FO2016_e2a","FO2016_e2a_3","169","church",0,"New",2,978,"Include"
"FO2016_e2a","FO2016_e2a_3","170","foam",1,"Silent",3,1746,"Include"
"FO2016_e2a","FO2016_e2a_3","171","disease",0,"New",3,914,"Include"
"FO2016_e2a","FO2016_e2a_3","172","chin",0,"New",2,770,"Include"
"FO2016_e2a","FO2016_e2a_3","173","queen",1,"Aloud",5,1138,"Include"
"FO2016_e2a","FO2016_e2a_3","174","law",0,"New",3,1522,"Include"
"FO2016_e2a","FO2016_e2a_3","175","salute",1,"Silent",4,1434,"Include"
"FO2016_e2a","FO2016_e2a_3","176","confidence",0,"New",4,1898,"Include"
"FO2016_e2a","FO2016_e2a_3","177","conquest",0,"New",2,1474,"Include"
"FO2016_e2a","FO2016_e2a_3","178","settler",0,"New",2,754,"Include"
"FO2016_e2a","FO2016_e2a_3","179","cabin",0,"New",2,746,"Include"
"FO2016_e2a","FO2016_e2a_3","180","robber",1,"Aloud",5,1490,"Include"
"FO2016_e2a","FO2016_e2a_3","181","ankle",0,"New",2,842,"Include"
"FO2016_e2a","FO2016_e2a_3","182","attitude",1,"Silent",3,778,"Include"
"FO2016_e2a","FO2016_e2a_3","183","army",1,"Silent",3,762,"Include"
