"exp","id","block","item","trial","isold","rating","excluding"
"SHJ2005_e1","SHJ2005_e1_50",1,"TRI042",66,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"TOZEUR",67,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"IND050",68,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"AK090",69,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"QUQ011",70,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"ORSTJARC",71,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"VEN081",72,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"VA038",73,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"KEN133",74,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"VVCTWN",75,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"GBLNBEL5",76,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"NLAF4",77,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"EBL109",78,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"RHASSHN",79,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"TRI214",80,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"GR126",81,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"D232",82,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"NLAM11",83,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"ONTO003",84,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"TRI231",85,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"PNG025",86,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"IN102",87,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"ONTO095",88,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"TN119",89,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"CRC064",90,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"FP084",91,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"NYC199",92,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"CAYOS1",93,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"PNG009",94,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"CRC035",95,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"HIM414",96,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"BAR093",97,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"WTROSSRP",98,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"CHN379",99,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"HIO038",100,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"GBLN003",101,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"PRCHELYS",102,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"TZA082",103,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"NEP120",104,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"ONOT040",105,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"STTWNHL",106,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"AK123",107,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"VRARENA2",108,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"MANB6",109,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"MAL492",110,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"NC014",111,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"TN101",112,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"KEN271",113,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"TZA122",114,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"D741",115,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"STONEHG1",116,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"UZB034",117,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"LAMI5",118,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"MO060",119,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"FP216",120,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"AK075",121,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"CHN152",122,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"NAZARTH2",123,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"MAL437",124,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"ME137",125,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"MAL089",126,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"GR128",127,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",1,"VIE405",128,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"STL161",1,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"BAH268",2,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"CHN301",3,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"DALRTCH",4,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"I937",5,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"HIM450",6,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"GR278",7,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"BERGN1",8,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"EPYRE9",9,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"JPN046",10,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"GBEN049",11,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"BCV012",12,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"TZA095",13,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"R226",14,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"CT050",15,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"I1018",16,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"USVI007",17,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"CTRR",18,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"BRA120",19,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"FLEV2",20,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"YKCLIFTW",21,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"F473",22,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"JPN118",23,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"D287",24,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"IL576",25,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"CHN118",26,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"HRD022",27,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"MC761",28,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"MXCC1",29,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"D116",30,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"HIM404",31,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"NZ252",32,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"D776",33,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"NZ295",34,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"MXMC11",35,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"KEN478",36,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"MYA022",37,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"DKOD3",38,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"NYCCPW2",39,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"CALAWEST",40,0,5,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"I823",41,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"PRPSTRY2",42,0,0,"Exclude"
"SHJ2005_e1","SHJ2005_e1_50",2,"HIH770",43,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"GBEN687",44,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"NZ246",45,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"IN125",46,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"HIO045",47,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"R317",48,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"STL031",49,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"MC731",50,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"AUSW126",51,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"THA257",52,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"IND321",53,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"D740",54,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"STARNBG",55,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"R328",56,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"ONOT022",57,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"UZB043",58,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"HIK313",59,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"NLSLOT3",60,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"GBEN119",61,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"FP105",62,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"CUB098",63,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"NYWP2",64,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"MB06",65,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"ABUSIM2",66,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"CHN371",67,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"VENICE4",68,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"YKRAILM2",69,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"AUNT052",70,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"ONNF08",71,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"SDE005",72,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"MADPAL3",73,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"CHN180",74,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"RSM09",75,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"NEP118",76,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"RI020",77,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"S007",78,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"PNG042",79,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"PNG021",80,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"INA119",81,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"NYCRC4",82,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"MYA015",83,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"MA075",84,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"I952",85,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"OH174",86,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"GR268",87,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"VEN026",88,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"I791",89,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"HIH671",90,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"PNG070",91,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"JPN015",92,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"ALCMONTM",93,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"LVLITTHL",94,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"IRNDML3",95,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"IRLKRY6",96,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"GR247",97,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"GR284",98,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"SANTIS",99,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"NZ335",100,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"BAR049",101,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"AUVC034",102,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"GR462",103,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"MAL276",104,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"MDHAM2",105,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"ONOT037",106,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"MA358",107,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"MAL119",108,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"MAL483",109,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"BCV018",110,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"INA118",111,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"TZAWB001",112,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"BHU001",113,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"TN145",114,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"CMTRINCL",115,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"WLVICCL",116,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"CHN501",117,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"GR224",118,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"SDE004",119,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"D417",120,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"PRGNDPLC",121,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"GR217",122,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"STL126",123,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"PRPLCLUX",124,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"ECU002",125,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"PEI03",126,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"LSBELTW3",127,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",2,"AZTSBH2",128,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"GBEN125",1,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"AND13",2,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"NZ075",3,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"MI101",4,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"D532",5,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"CHN610",6,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"IL583",7,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"R246",8,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"NYC195",9,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"CHN202",10,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"QU026",11,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"STL107",12,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"INA129",13,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"JNGFRAU3",14,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"CHN013",15,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"TRI018",16,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"BRICEPAN",17,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"GR277",18,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"STL011",19,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"QU072",20,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"VEN070",21,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"R232",22,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"NJPT2",23,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"F597",24,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"NZ128",25,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"MAL226",26,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"NZ327",27,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"ASWNILE2",28,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"RONDA2",29,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"AUNT074",30,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"HIO115",31,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"MXUXM9",32,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"I825",33,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"BAR036",34,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"INA123",35,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"BAH224",36,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"CASDBAL5",37,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"KEN314",38,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"D069",39,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"THVKGS",40,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"BERGN2",41,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"MA033",42,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"STL122",43,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"BRA116",44,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"CHN234",45,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"JPN126",46,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"D505",47,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"WI038",48,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"MOSFL",49,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"CUB129",50,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"IN136",51,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"D760",52,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"CHN462",53,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"D892",54,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"EGIR2",55,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"KEN313",56,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"SVPTVER",57,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"WI032",58,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"JPN028",59,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"TRI082",60,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"ONOT023",61,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"BHU056",62,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"KEN340",63,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"NZ409",64,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"HIOAH03",65,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"RVMS3",66,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"STAMS",67,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"GLAMRWHS",68,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"I820",69,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"WYYEL23",70,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"NL077",71,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"SEGGT",72,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"GIBRUNWY",73,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"IND080",74,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"DUBLIFF",75,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"IL621",76,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"THA067",77,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"HK087",78,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"MA349",79,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"FLVENIS",80,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"STONEHG2",81,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"ECU043",82,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"ECU049",83,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"STL033",84,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"KEN246",85,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"MADEPPAR",86,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"D091",87,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"F617",88,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"D525",89,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"IRLPOW5",90,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"BAR021",91,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"MO039",92,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"ONOT027",93,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"STL184",94,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"CHN248",95,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"BHU020",96,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"CRC206",97,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"AND2",98,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"EBL70",99,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"D111",100,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"MAL026",101,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"F685",102,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"FLMI5",103,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"FP042",104,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"SHWSSQ2",105,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"ONOT035",106,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"NZ314",107,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"ILCH182",108,1,5,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"ONTO116",109,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"DINKBHL1",110,0,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"USVI004",111,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"I939",112,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"TZA077",113,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"GR476",114,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"IND055",115,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"SDBDL1",116,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"GBEN233",117,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"GR424",118,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"FP185",119,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"PAGETT2",120,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"TAI008",121,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"THA078",122,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"CABP033",123,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"GR011",124,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"ME124",125,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"F471",126,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"NYC212",127,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",3,"CHN238",128,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",4,"BHU012",1,1,0,"Exclude"
"SHJ2005_e1","SHJ2005_e1_50",4,"D434",2,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",4,"CT029",3,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",4,"NEP094",4,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",4,"PIVIEW",5,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",4,"GBEN128",6,1,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",4,"GBEN253",7,1,6,"Include"
"SHJ2005_e1","SHJ2005_e1_50",4,"ISVWTW",8,0,1,"Include"
"SHJ2005_e1","SHJ2005_e1_50",4,"GBEN276",9,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",4,"HIO041",10,0,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",4,"VOL2",11,1,2,"Include"
"SHJ2005_e1","SHJ2005_e1_50",4,"SALDT",12,1,2,"Include"
