"exp","id","block","isold","condition1","condition2","rating","RT","excluding","trial"
"SWR2012_e2","SWR2012_e2_1",2,0,"pure","Weak",5,1505,"Exclude",6
"SWR2012_e2","SWR2012_e2_1",2,1,"pure","Weak",17,7862,"Exclude",7
"SWR2012_e2","SWR2012_e2_1",2,1,"pure","Weak",4,1441,"Exclude",8
"SWR2012_e2","SWR2012_e2_1",2,0,"pure","Weak",19,2187,"Exclude",9
"SWR2012_e2","SWR2012_e2_1",2,1,"pure","Weak",14,4295,"Exclude",10
"SWR2012_e2","SWR2012_e2_1",2,0,"pure","Weak",8,2020,"Exclude",11
"SWR2012_e2","SWR2012_e2_1",2,0,"pure","Weak",9,1251,"Exclude",12
"SWR2012_e2","SWR2012_e2_1",2,1,"pure","Weak",12,2304,"Exclude",13
"SWR2012_e2","SWR2012_e2_1",2,0,"pure","Weak",2,1474,"Exclude",14
"SWR2012_e2","SWR2012_e2_1",2,1,"pure","Weak",16,2715,"Exclude",15
"SWR2012_e2","SWR2012_e2_1",2,0,"pure","Weak",20,2471,"Exclude",16
"SWR2012_e2","SWR2012_e2_1",2,1,"pure","Weak",19,2529,"Exclude",17
"SWR2012_e2","SWR2012_e2_1",2,1,"pure","Weak",20,1081,"Exclude",18
"SWR2012_e2","SWR2012_e2_1",2,1,"pure","Weak",20,1126,"Exclude",19
"SWR2012_e2","SWR2012_e2_1",2,1,"pure","Weak",12,2632,"Exclude",20
"SWR2012_e2","SWR2012_e2_1",2,1,"pure","Weak",20,1304,"Exclude",21
"SWR2012_e2","SWR2012_e2_1",2,0,"pure","Weak",2,3020,"Exclude",22
"SWR2012_e2","SWR2012_e2_1",2,0,"pure","Weak",14,10228,"Exclude",23
"SWR2012_e2","SWR2012_e2_1",2,1,"pure","Weak",7,3661,"Exclude",24
"SWR2012_e2","SWR2012_e2_1",3,0,"pure","Strong",2,1701,"Include",1
"SWR2012_e2","SWR2012_e2_1",3,0,"pure","Strong",20,1166,"Include",2
"SWR2012_e2","SWR2012_e2_1",3,1,"pure","Strong",19,1324,"Include",3
"SWR2012_e2","SWR2012_e2_1",3,1,"pure","Strong",6,1652,"Include",4
"SWR2012_e2","SWR2012_e2_1",3,1,"pure","Strong",20,1010,"Include",5
"SWR2012_e2","SWR2012_e2_1",3,0,"pure","Strong",1,1788,"Include",6
"SWR2012_e2","SWR2012_e2_1",3,0,"pure","Strong",6,2241,"Include",7
"SWR2012_e2","SWR2012_e2_1",3,1,"pure","Strong",20,989,"Include",8
"SWR2012_e2","SWR2012_e2_1",3,1,"pure","Strong",16,1830,"Include",9
"SWR2012_e2","SWR2012_e2_1",3,0,"pure","Strong",5,7597,"Exclude",10
"SWR2012_e2","SWR2012_e2_1",3,1,"pure","Strong",19,1767,"Include",11
"SWR2012_e2","SWR2012_e2_1",3,1,"pure","Strong",7,1355,"Include",12
"SWR2012_e2","SWR2012_e2_1",3,0,"pure","Strong",7,1261,"Include",13
"SWR2012_e2","SWR2012_e2_1",3,1,"pure","Strong",16,2640,"Include",14
"SWR2012_e2","SWR2012_e2_1",3,0,"pure","Strong",8,3619,"Include",15
"SWR2012_e2","SWR2012_e2_1",3,0,"pure","Strong",13,3723,"Include",16
"SWR2012_e2","SWR2012_e2_1",3,0,"pure","Strong",10,3252,"Include",17
"SWR2012_e2","SWR2012_e2_1",3,0,"pure","Strong",3,1997,"Include",18
"SWR2012_e2","SWR2012_e2_1",3,0,"pure","Strong",18,1766,"Include",19
"SWR2012_e2","SWR2012_e2_1",3,1,"pure","Strong",20,1158,"Include",20
"SWR2012_e2","SWR2012_e2_1",3,1,"pure","Strong",15,1442,"Include",21
"SWR2012_e2","SWR2012_e2_1",3,0,"pure","Strong",4,1693,"Include",22
"SWR2012_e2","SWR2012_e2_1",3,1,"pure","Strong",20,1136,"Include",23
"SWR2012_e2","SWR2012_e2_1",3,1,"pure","Strong",20,959,"Include",24
"SWR2012_e2","SWR2012_e2_1",4,0,"pure","Weak",4,1704,"Include",1
"SWR2012_e2","SWR2012_e2_1",4,0,"pure","Weak",6,2501,"Include",2
"SWR2012_e2","SWR2012_e2_1",4,1,"pure","Weak",16,1397,"Include",3
"SWR2012_e2","SWR2012_e2_1",4,0,"pure","Weak",8,2335,"Include",4
"SWR2012_e2","SWR2012_e2_1",4,1,"pure","Weak",7,1407,"Include",5
"SWR2012_e2","SWR2012_e2_1",4,0,"pure","Weak",6,2029,"Include",6
"SWR2012_e2","SWR2012_e2_1",4,1,"pure","Weak",5,1555,"Include",7
"SWR2012_e2","SWR2012_e2_1",4,0,"pure","Weak",2,5104,"Include",8
"SWR2012_e2","SWR2012_e2_1",4,1,"pure","Weak",16,3166,"Include",9
"SWR2012_e2","SWR2012_e2_1",4,0,"pure","Weak",8,6987,"Exclude",10
"SWR2012_e2","SWR2012_e2_1",4,1,"pure","Weak",15,3302,"Include",11
"SWR2012_e2","SWR2012_e2_1",4,0,"pure","Weak",12,1506,"Include",12
"SWR2012_e2","SWR2012_e2_1",4,1,"pure","Weak",9,3221,"Include",13
"SWR2012_e2","SWR2012_e2_1",4,0,"pure","Weak",10,2508,"Include",14
"SWR2012_e2","SWR2012_e2_1",4,1,"pure","Weak",17,1495,"Include",15
"SWR2012_e2","SWR2012_e2_1",4,0,"pure","Weak",16,2159,"Include",16
"SWR2012_e2","SWR2012_e2_1",4,1,"pure","Weak",20,1356,"Include",17
"SWR2012_e2","SWR2012_e2_1",4,0,"pure","Weak",6,2884,"Include",18
"SWR2012_e2","SWR2012_e2_1",4,0,"pure","Weak",11,2272,"Include",19
"SWR2012_e2","SWR2012_e2_1",4,1,"pure","Weak",18,1956,"Include",20
"SWR2012_e2","SWR2012_e2_1",4,0,"pure","Weak",6,1902,"Include",21
"SWR2012_e2","SWR2012_e2_1",4,1,"pure","Weak",14,1367,"Include",22
"SWR2012_e2","SWR2012_e2_1",4,1,"pure","Weak",19,2083,"Include",23
"SWR2012_e2","SWR2012_e2_1",4,1,"pure","Weak",3,1303,"Include",24
"SWR2012_e2","SWR2012_e2_1",5,1,"pure","Strong",20,1555,"Include",1
"SWR2012_e2","SWR2012_e2_1",5,1,"pure","Strong",20,2407,"Include",2
"SWR2012_e2","SWR2012_e2_1",5,0,"pure","Strong",2,1578,"Include",3
"SWR2012_e2","SWR2012_e2_1",5,0,"pure","Strong",1,1915,"Include",4
"SWR2012_e2","SWR2012_e2_1",5,1,"pure","Strong",16,2367,"Include",5
"SWR2012_e2","SWR2012_e2_1",5,0,"pure","Strong",2,2103,"Include",6
"SWR2012_e2","SWR2012_e2_1",5,0,"pure","Strong",2,1654,"Include",7
"SWR2012_e2","SWR2012_e2_1",5,1,"pure","Strong",14,2346,"Include",8
"SWR2012_e2","SWR2012_e2_1",5,0,"pure","Strong",2,2051,"Include",9
"SWR2012_e2","SWR2012_e2_1",5,1,"pure","Strong",10,2420,"Include",10
"SWR2012_e2","SWR2012_e2_1",5,0,"pure","Strong",11,1387,"Include",11
"SWR2012_e2","SWR2012_e2_1",5,1,"pure","Strong",20,1831,"Include",12
"SWR2012_e2","SWR2012_e2_1",5,1,"pure","Strong",20,865,"Include",13
"SWR2012_e2","SWR2012_e2_1",5,0,"pure","Strong",3,2645,"Include",14
"SWR2012_e2","SWR2012_e2_1",5,0,"pure","Strong",2,1378,"Include",15
"SWR2012_e2","SWR2012_e2_1",5,1,"pure","Strong",20,1062,"Include",16
"SWR2012_e2","SWR2012_e2_1",5,0,"pure","Strong",2,1642,"Include",17
"SWR2012_e2","SWR2012_e2_1",5,0,"pure","Strong",1,1261,"Include",18
"SWR2012_e2","SWR2012_e2_1",5,1,"pure","Strong",20,1504,"Include",19
"SWR2012_e2","SWR2012_e2_1",5,1,"pure","Strong",14,4875,"Include",20
"SWR2012_e2","SWR2012_e2_1",5,1,"pure","Strong",20,990,"Include",21
"SWR2012_e2","SWR2012_e2_1",5,1,"pure","Strong",20,821,"Include",22
"SWR2012_e2","SWR2012_e2_1",5,0,"pure","Strong",3,2622,"Include",23
"SWR2012_e2","SWR2012_e2_1",5,0,"pure","Strong",2,1116,"Include",24
"SWR2012_e2","SWR2012_e2_1",6,0,"pure","Weak",7,3305,"Include",1
"SWR2012_e2","SWR2012_e2_1",6,1,"pure","Weak",20,1293,"Include",2
"SWR2012_e2","SWR2012_e2_1",6,1,"pure","Weak",6,2800,"Include",3
"SWR2012_e2","SWR2012_e2_1",6,0,"pure","Weak",3,2323,"Include",4
"SWR2012_e2","SWR2012_e2_1",6,0,"pure","Weak",4,1598,"Include",5
"SWR2012_e2","SWR2012_e2_1",6,0,"pure","Weak",3,977,"Include",6
"SWR2012_e2","SWR2012_e2_1",6,0,"pure","Weak",10,2177,"Include",7
"SWR2012_e2","SWR2012_e2_1",6,0,"pure","Weak",6,2610,"Include",8
"SWR2012_e2","SWR2012_e2_1",6,0,"pure","Weak",14,6377,"Exclude",9
"SWR2012_e2","SWR2012_e2_1",6,0,"pure","Weak",4,1377,"Include",10
"SWR2012_e2","SWR2012_e2_1",6,1,"pure","Weak",6,2493,"Include",11
"SWR2012_e2","SWR2012_e2_1",6,1,"pure","Weak",18,1914,"Include",12
"SWR2012_e2","SWR2012_e2_1",6,1,"pure","Weak",20,2220,"Include",13
"SWR2012_e2","SWR2012_e2_1",6,0,"pure","Weak",3,1999,"Include",14
"SWR2012_e2","SWR2012_e2_1",6,1,"pure","Weak",20,1566,"Include",15
"SWR2012_e2","SWR2012_e2_1",6,0,"pure","Weak",7,1997,"Include",16
"SWR2012_e2","SWR2012_e2_1",6,1,"pure","Weak",13,3020,"Include",17
"SWR2012_e2","SWR2012_e2_1",6,1,"pure","Weak",20,1450,"Include",18
"SWR2012_e2","SWR2012_e2_1",6,1,"pure","Weak",4,2681,"Include",19
"SWR2012_e2","SWR2012_e2_1",6,1,"pure","Weak",7,2533,"Include",20
"SWR2012_e2","SWR2012_e2_1",6,1,"pure","Weak",12,1840,"Include",21
"SWR2012_e2","SWR2012_e2_1",6,0,"pure","Weak",6,3651,"Include",22
"SWR2012_e2","SWR2012_e2_1",6,0,"pure","Weak",10,9830,"Exclude",23
"SWR2012_e2","SWR2012_e2_1",6,1,"pure","Weak",10,776,"Include",24
"SWR2012_e2","SWR2012_e2_1",7,1,"pure","Strong",19,2840,"Include",1
"SWR2012_e2","SWR2012_e2_1",7,0,"pure","Strong",1,6946,"Exclude",2
"SWR2012_e2","SWR2012_e2_1",7,1,"pure","Strong",19,2607,"Include",3
"SWR2012_e2","SWR2012_e2_1",7,0,"pure","Strong",2,1323,"Include",4
"SWR2012_e2","SWR2012_e2_1",7,1,"pure","Strong",10,4031,"Include",5
"SWR2012_e2","SWR2012_e2_1",7,0,"pure","Strong",11,1534,"Include",6
"SWR2012_e2","SWR2012_e2_1",7,0,"pure","Strong",3,5684,"Include",7
"SWR2012_e2","SWR2012_e2_1",7,0,"pure","Strong",5,1112,"Include",8
"SWR2012_e2","SWR2012_e2_1",7,1,"pure","Strong",20,2355,"Include",9
"SWR2012_e2","SWR2012_e2_1",7,1,"pure","Strong",8,2628,"Include",10
"SWR2012_e2","SWR2012_e2_1",7,0,"pure","Strong",5,2387,"Include",11
"SWR2012_e2","SWR2012_e2_1",7,0,"pure","Strong",5,1343,"Include",12
"SWR2012_e2","SWR2012_e2_1",7,0,"pure","Strong",4,1039,"Include",13
"SWR2012_e2","SWR2012_e2_1",7,0,"pure","Strong",6,1188,"Include",14
"SWR2012_e2","SWR2012_e2_1",7,1,"pure","Strong",20,1240,"Include",15
"SWR2012_e2","SWR2012_e2_1",7,0,"pure","Strong",3,1681,"Include",16
"SWR2012_e2","SWR2012_e2_1",7,1,"pure","Strong",6,2271,"Include",17
"SWR2012_e2","SWR2012_e2_1",7,1,"pure","Strong",17,4260,"Include",18
"SWR2012_e2","SWR2012_e2_1",7,1,"pure","Strong",20,1323,"Include",19
"SWR2012_e2","SWR2012_e2_1",7,1,"pure","Strong",20,1008,"Include",20
"SWR2012_e2","SWR2012_e2_1",7,0,"pure","Strong",7,1483,"Include",21
"SWR2012_e2","SWR2012_e2_1",7,1,"pure","Strong",20,2892,"Include",22
"SWR2012_e2","SWR2012_e2_1",7,1,"pure","Strong",9,4344,"Include",23
"SWR2012_e2","SWR2012_e2_1",7,0,"pure","Strong",2,1333,"Include",24
"SWR2012_e2","SWR2012_e2_1",8,1,"pure","Weak",19,1661,"Include",1
"SWR2012_e2","SWR2012_e2_1",8,0,"pure","Weak",3,1274,"Include",2
"SWR2012_e2","SWR2012_e2_1",8,0,"pure","Weak",6,1030,"Include",3
"SWR2012_e2","SWR2012_e2_1",8,1,"pure","Weak",11,2872,"Include",4
"SWR2012_e2","SWR2012_e2_1",8,0,"pure","Weak",6,1956,"Include",5
"SWR2012_e2","SWR2012_e2_1",8,1,"pure","Weak",17,2187,"Include",6
"SWR2012_e2","SWR2012_e2_1",8,0,"pure","Weak",7,1230,"Include",7
"SWR2012_e2","SWR2012_e2_1",8,0,"pure","Weak",9,3051,"Include",8
"SWR2012_e2","SWR2012_e2_1",8,1,"pure","Weak",10,1124,"Include",9
"SWR2012_e2","SWR2012_e2_1",8,1,"pure","Weak",20,1483,"Include",10
"SWR2012_e2","SWR2012_e2_1",8,0,"pure","Weak",7,1326,"Include",11
"SWR2012_e2","SWR2012_e2_1",8,1,"pure","Weak",13,2230,"Include",12
"SWR2012_e2","SWR2012_e2_1",8,1,"pure","Weak",4,1608,"Include",13
"SWR2012_e2","SWR2012_e2_1",8,0,"pure","Weak",3,1766,"Include",14
"SWR2012_e2","SWR2012_e2_1",8,1,"pure","Weak",5,998,"Include",15
"SWR2012_e2","SWR2012_e2_1",8,1,"pure","Weak",6,1114,"Include",16
"SWR2012_e2","SWR2012_e2_1",8,0,"pure","Weak",6,2536,"Include",17
"SWR2012_e2","SWR2012_e2_1",8,1,"pure","Weak",6,1765,"Include",18
"SWR2012_e2","SWR2012_e2_1",8,0,"pure","Weak",6,1483,"Include",19
"SWR2012_e2","SWR2012_e2_1",8,0,"pure","Weak",6,1568,"Include",20
"SWR2012_e2","SWR2012_e2_1",8,0,"pure","Weak",9,6337,"Exclude",21
"SWR2012_e2","SWR2012_e2_1",8,0,"pure","Weak",10,2535,"Include",22
"SWR2012_e2","SWR2012_e2_1",8,1,"pure","Weak",11,2135,"Include",23
"SWR2012_e2","SWR2012_e2_1",8,1,"pure","Weak",15,2978,"Include",24
"SWR2012_e2","SWR2012_e2_1",9,1,"pure","Strong",4,1305,"Include",1
"SWR2012_e2","SWR2012_e2_1",9,0,"pure","Strong",5,2178,"Include",2
"SWR2012_e2","SWR2012_e2_1",9,0,"pure","Strong",9,2199,"Include",3
"SWR2012_e2","SWR2012_e2_1",9,0,"pure","Strong",8,2335,"Include",4
"SWR2012_e2","SWR2012_e2_1",9,1,"pure","Strong",19,2040,"Include",5
"SWR2012_e2","SWR2012_e2_1",9,0,"pure","Strong",8,3250,"Include",6
"SWR2012_e2","SWR2012_e2_1",9,0,"pure","Strong",7,2252,"Include",7
"SWR2012_e2","SWR2012_e2_1",9,0,"pure","Strong",9,3294,"Include",8
"SWR2012_e2","SWR2012_e2_1",9,1,"pure","Strong",10,1240,"Include",9
"SWR2012_e2","SWR2012_e2_1",9,1,"pure","Strong",12,1484,"Include",10
"SWR2012_e2","SWR2012_e2_1",9,1,"pure","Strong",15,1737,"Include",11
"SWR2012_e2","SWR2012_e2_1",9,0,"pure","Strong",5,1536,"Include",12
"SWR2012_e2","SWR2012_e2_1",9,0,"pure","Strong",16,2052,"Include",13
"SWR2012_e2","SWR2012_e2_1",9,0,"pure","Strong",3,2241,"Include",14
"SWR2012_e2","SWR2012_e2_1",9,1,"pure","Strong",20,2704,"Include",15
"SWR2012_e2","SWR2012_e2_1",9,1,"pure","Strong",20,1524,"Include",16
"SWR2012_e2","SWR2012_e2_1",9,1,"pure","Strong",20,1533,"Include",17
"SWR2012_e2","SWR2012_e2_1",9,1,"pure","Strong",20,6555,"Exclude",18
"SWR2012_e2","SWR2012_e2_1",9,0,"pure","Strong",6,2473,"Include",19
"SWR2012_e2","SWR2012_e2_1",9,0,"pure","Strong",10,2430,"Include",20
"SWR2012_e2","SWR2012_e2_1",9,1,"pure","Strong",5,3135,"Include",21
"SWR2012_e2","SWR2012_e2_1",9,1,"pure","Strong",7,7250,"Exclude",22
"SWR2012_e2","SWR2012_e2_1",9,0,"pure","Strong",8,1220,"Include",23
"SWR2012_e2","SWR2012_e2_1",9,1,"pure","Strong",20,1482,"Include",24
"SWR2012_e2","SWR2012_e2_1",10,0,"pure","Strong",5,1367,"Include",1
"SWR2012_e2","SWR2012_e2_1",10,1,"pure","Strong",17,1293,"Include",2
"SWR2012_e2","SWR2012_e2_1",10,1,"pure","Strong",20,1545,"Include",3
"SWR2012_e2","SWR2012_e2_1",10,0,"pure","Strong",7,1556,"Include",4
"SWR2012_e2","SWR2012_e2_1",10,1,"pure","Strong",20,1271,"Include",5
"SWR2012_e2","SWR2012_e2_1",10,0,"pure","Strong",9,2451,"Include",6
"SWR2012_e2","SWR2012_e2_1",10,1,"pure","Strong",20,1114,"Include",7
"SWR2012_e2","SWR2012_e2_1",10,0,"pure","Strong",2,4684,"Include",8
"SWR2012_e2","SWR2012_e2_1",10,0,"pure","Strong",2,1473,"Include",9
"SWR2012_e2","SWR2012_e2_1",10,1,"pure","Strong",17,1556,"Include",10
"SWR2012_e2","SWR2012_e2_1",10,1,"pure","Strong",6,1348,"Include",11
"SWR2012_e2","SWR2012_e2_1",10,0,"pure","Strong",4,1537,"Include",12
"SWR2012_e2","SWR2012_e2_1",10,0,"pure","Strong",6,1788,"Include",13
"SWR2012_e2","SWR2012_e2_1",10,0,"pure","Strong",1,1683,"Include",14
"SWR2012_e2","SWR2012_e2_1",10,1,"pure","Strong",9,1999,"Include",15
"SWR2012_e2","SWR2012_e2_1",10,0,"pure","Strong",8,3157,"Include",16
"SWR2012_e2","SWR2012_e2_1",10,0,"pure","Strong",7,1557,"Include",17
"SWR2012_e2","SWR2012_e2_1",10,0,"pure","Strong",10,1316,"Include",18
"SWR2012_e2","SWR2012_e2_1",10,1,"pure","Strong",18,1830,"Include",19
"SWR2012_e2","SWR2012_e2_1",10,1,"pure","Strong",17,2147,"Include",20
"SWR2012_e2","SWR2012_e2_1",10,1,"pure","Strong",20,1621,"Include",21
"SWR2012_e2","SWR2012_e2_1",10,1,"pure","Strong",14,2471,"Include",22
"SWR2012_e2","SWR2012_e2_1",10,0,"pure","Strong",6,1328,"Include",23
"SWR2012_e2","SWR2012_e2_1",10,1,"pure","Strong",20,1422,"Include",24
"SWR2012_e2","SWR2012_e2_1",11,0,"pure","Weak",8,2760,"Include",1
"SWR2012_e2","SWR2012_e2_1",11,0,"pure","Weak",9,1325,"Include",2
"SWR2012_e2","SWR2012_e2_1",11,1,"pure","Weak",13,1559,"Include",3
"SWR2012_e2","SWR2012_e2_1",11,1,"pure","Weak",14,1903,"Include",4
"SWR2012_e2","SWR2012_e2_1",11,0,"pure","Weak",7,1630,"Include",5
"SWR2012_e2","SWR2012_e2_1",11,0,"pure","Weak",8,1914,"Include",6
"SWR2012_e2","SWR2012_e2_1",11,1,"pure","Weak",17,3009,"Include",7
"SWR2012_e2","SWR2012_e2_1",11,1,"pure","Weak",16,1419,"Include",8
"SWR2012_e2","SWR2012_e2_1",11,0,"pure","Weak",5,1364,"Include",9
"SWR2012_e2","SWR2012_e2_1",11,0,"pure","Weak",7,1261,"Include",10
"SWR2012_e2","SWR2012_e2_1",11,1,"pure","Weak",20,1450,"Include",11
"SWR2012_e2","SWR2012_e2_1",11,1,"pure","Weak",20,980,"Include",12
"SWR2012_e2","SWR2012_e2_1",11,0,"pure","Weak",13,1759,"Include",13
"SWR2012_e2","SWR2012_e2_1",11,1,"pure","Weak",8,1136,"Include",14
"SWR2012_e2","SWR2012_e2_1",11,0,"pure","Weak",10,1211,"Include",15
"SWR2012_e2","SWR2012_e2_1",11,0,"pure","Weak",9,3609,"Include",16
"SWR2012_e2","SWR2012_e2_1",11,1,"pure","Weak",11,1526,"Include",17
"SWR2012_e2","SWR2012_e2_1",11,1,"pure","Weak",13,1369,"Include",18
"SWR2012_e2","SWR2012_e2_1",11,0,"pure","Weak",8,977,"Include",19
"SWR2012_e2","SWR2012_e2_1",11,1,"pure","Weak",19,1851,"Include",20
"SWR2012_e2","SWR2012_e2_1",11,0,"pure","Weak",8,957,"Include",21
"SWR2012_e2","SWR2012_e2_1",11,1,"pure","Weak",20,956,"Include",22
"SWR2012_e2","SWR2012_e2_1",11,0,"pure","Weak",9,1001,"Include",23
"SWR2012_e2","SWR2012_e2_1",11,1,"pure","Weak",10,1043,"Include",24
"SWR2012_e2","SWR2012_e2_1",12,0,"pure","Weak",9,1726,"Include",1
"SWR2012_e2","SWR2012_e2_1",12,0,"pure","Weak",12,1788,"Include",2
"SWR2012_e2","SWR2012_e2_1",12,1,"pure","Weak",13,2199,"Include",3
"SWR2012_e2","SWR2012_e2_1",12,1,"pure","Weak",10,1893,"Include",4
"SWR2012_e2","SWR2012_e2_1",12,0,"pure","Weak",8,1032,"Include",5
"SWR2012_e2","SWR2012_e2_1",12,1,"pure","Weak",20,2843,"Include",6
"SWR2012_e2","SWR2012_e2_1",12,0,"pure","Weak",9,1196,"Include",7
"SWR2012_e2","SWR2012_e2_1",12,0,"pure","Weak",10,3725,"Include",8
"SWR2012_e2","SWR2012_e2_1",12,1,"pure","Weak",11,1430,"Include",9
"SWR2012_e2","SWR2012_e2_1",12,1,"pure","Weak",16,2800,"Include",10
"SWR2012_e2","SWR2012_e2_1",12,1,"pure","Weak",8,1714,"Include",11
"SWR2012_e2","SWR2012_e2_1",12,1,"pure","Weak",14,2366,"Include",12
"SWR2012_e2","SWR2012_e2_1",12,1,"pure","Weak",14,3053,"Include",13
"SWR2012_e2","SWR2012_e2_1",12,0,"pure","Weak",9,1296,"Include",14
"SWR2012_e2","SWR2012_e2_1",12,0,"pure","Weak",7,1262,"Include",15
"SWR2012_e2","SWR2012_e2_1",12,1,"pure","Weak",8,1084,"Include",16
"SWR2012_e2","SWR2012_e2_1",12,0,"pure","Weak",8,1136,"Include",17
"SWR2012_e2","SWR2012_e2_1",12,1,"pure","Weak",15,2821,"Include",18
"SWR2012_e2","SWR2012_e2_1",12,0,"pure","Weak",9,1052,"Include",19
"SWR2012_e2","SWR2012_e2_1",12,0,"pure","Weak",10,1915,"Include",20
"SWR2012_e2","SWR2012_e2_1",12,0,"pure","Weak",10,799,"Include",21
"SWR2012_e2","SWR2012_e2_1",12,1,"pure","Weak",10,1989,"Include",22
"SWR2012_e2","SWR2012_e2_1",12,0,"pure","Weak",12,4232,"Include",23
"SWR2012_e2","SWR2012_e2_1",12,1,"pure","Weak",10,1504,"Include",24
"SWR2012_e2","SWR2012_e2_3",1,0,"pure","Weak",5,3540,"Exclude",1
"SWR2012_e2","SWR2012_e2_3",1,0,"pure","Weak",11,3087,"Exclude",2
"SWR2012_e2","SWR2012_e2_3",1,1,"pure","Weak",11,930,"Exclude",3
"SWR2012_e2","SWR2012_e2_3",1,0,"pure","Weak",8,4710,"Exclude",4
"SWR2012_e2","SWR2012_e2_3",1,1,"pure","Weak",18,2289,"Exclude",5
"SWR2012_e2","SWR2012_e2_3",1,0,"pure","Weak",10,2268,"Exclude",6
"SWR2012_e2","SWR2012_e2_3",1,1,"pure","Weak",20,1403,"Exclude",7
"SWR2012_e2","SWR2012_e2_3",1,0,"pure","Weak",12,3297,"Exclude",8
"SWR2012_e2","SWR2012_e2_3",1,1,"pure","Weak",11,3068,"Exclude",9
"SWR2012_e2","SWR2012_e2_3",1,1,"pure","Weak",3,1951,"Exclude",10
"SWR2012_e2","SWR2012_e2_3",1,1,"pure","Weak",18,1682,"Exclude",11
"SWR2012_e2","SWR2012_e2_3",1,0,"pure","Weak",16,1919,"Exclude",12
"SWR2012_e2","SWR2012_e2_3",1,1,"pure","Weak",15,1674,"Exclude",13
"SWR2012_e2","SWR2012_e2_3",1,1,"pure","Weak",2,2573,"Exclude",14
"SWR2012_e2","SWR2012_e2_3",1,0,"pure","Weak",3,1485,"Exclude",15
"SWR2012_e2","SWR2012_e2_3",1,0,"pure","Weak",1,2073,"Exclude",16
"SWR2012_e2","SWR2012_e2_3",1,0,"pure","Weak",4,2509,"Exclude",17
"SWR2012_e2","SWR2012_e2_3",1,0,"pure","Weak",4,2334,"Exclude",18
"SWR2012_e2","SWR2012_e2_3",1,1,"pure","Weak",16,3957,"Exclude",19
"SWR2012_e2","SWR2012_e2_3",1,0,"pure","Weak",5,1967,"Exclude",20
"SWR2012_e2","SWR2012_e2_3",1,1,"pure","Weak",6,1845,"Exclude",21
"SWR2012_e2","SWR2012_e2_3",1,1,"pure","Weak",2,1927,"Exclude",22
"SWR2012_e2","SWR2012_e2_3",1,0,"pure","Weak",1,1340,"Exclude",23
"SWR2012_e2","SWR2012_e2_3",1,1,"pure","Weak",3,1231,"Exclude",24
"SWR2012_e2","SWR2012_e2_3",2,1,"pure","Strong",4,2588,"Exclude",1
